Area_Year,9_Postsecondary enrolments,"2_Number of students in elementary and secondary schools_Public school Total, program type","2_Number of students in elementary and secondary schools_Priviate school Total, program type","2_Number of students in elementary and secondary schools_Home-schooling Total, program type",3_Number of full-time and part-time educators,"1_Live births_Canada, place of residence of mother 10",1_Live births_Place of residence of mother outside Canada 11,6_Estimates of population,7_Dependency ratio,4_Canada_gdp_yearly_Durable goods,4_Canada_gdp_yearly_Semi-durable goods,4_Canada_gdp_yearly_Non-durable goods,4_Canada_gdp_yearly_Services,4_Canada_gdp_yearly_Non-profit institutions serving households final consumption expenditure,4_Canada_gdp_yearly_General governments final consumption expenditure,4_Canada_gdp_yearly_Non-residential structures,4_Canada_gdp_yearly_Machinery and equipment,4_Canada_gdp_yearly_Intellectual property products,4_Canada_gdp_yearly_Residential structures,4_Canada_gdp_yearly_Non-profit institutions serving households gross fixed capital formation,4_Canada_gdp_yearly_General governments gross fixed capital formation,4_Canada_gdp_yearly_Non-farm,4_Canada_gdp_yearly_Farm,4_Canada_gdp_yearly_Exports of goods to other countries,4_Canada_gdp_yearly_Exports of services to other countries,4_Canada_gdp_yearly_Exports of goods to other provinces,4_Canada_gdp_yearly_Exports of services to other provinces,4_Canada_gdp_yearly_Imports of goods from other countries,4_Canada_gdp_yearly_Imports of services from other countries,4_Canada_gdp_yearly_Imports of goods from other provinces,4_Canada_gdp_yearly_Imports of services from other provinces,4_Canada_gdp_yearly_Statistical discrepancy,4_Canada_gdp_yearly_Gross domestic product at market prices,4_Canada_gdp_yearly_Final domestic demand
Manitoba_1998,37068,192309,,,,14853,18.0,,,2158,1306,7226,12950,783,11579,2389,1474,365,1872,44,1319,-235,129,9346,1146,4954,6480,7519,1426,6477,6441,236,43381,43096
Manitoba_1999,37428,192630,,,,14758,11.0,,,2211,1340,7341,13170,846,11846,2108,1631,457,1781,84,1543,350,31,9074,1251,5161,6750,7603,1441,7294,6748,59,43990,44182
Manitoba_2000,38241,197067,,,,14592,19.0,,,2299,1379,7470,13395,871,12232,1675,1862,399,1814,64,1456,35,413,9539,1152,5714,7243,7868,1554,7179,6902,167,45856,44972
Manitoba_2001,40641,189912,,,,14459,9.0,1151454,71.0,2409,1453,7533,13516,884,12484,1914,1797,470,2027,72,1557,-249,-214,9965,1178,5898,7241,7564,1497,8016,7118,160,46346,46067
Manitoba_2002,43008,188907,,,14139,14315,20.0,1156680,70.2,2648,1526,7694,13722,952,12752,1787,1797,453,2245,94,1524,93,-185,10168,1232,5906,6953,8095,1529,7878,7254,96,47142,47186
Manitoba_2003,44667,186894,,,14445,14378,15.0,1163596,69.5,2707,1568,7821,13913,969,13290,1862,1727,526,2388,82,1596,378,764,10314,1226,6098,6959,8743,1608,8523,7471,10,47766,48331
Manitoba_2004,47931,186288,,,14280,14288,6.0,1173238,68.6,2852,1654,7996,14340,837,13609,1886,1978,534,2641,50,1659,331,-200,10851,1133,6404,7218,9214,1681,8345,7999,14,48948,50011
Manitoba_2005,49692,184353,,,14211,14568,13.0,1178264,68.0,3005,1729,7990,14905,873,13678,1652,1945,680,2801,108,1844,188,-339,11685,1350,6049,7479,9757,1786,8111,8297,119,50322,51233
Manitoba_2006,55452,182370,,,14250,14997,12.0,1183562,67.6,3147,1876,8082,15390,899,13732,2201,2032,585,2918,109,2183,668,601,12012,1365,6349,8043,10380,2016,8626,9057,-16,52166,53149
Manitoba_2007,50085,180042,12546,1176,14346,15693,5.0,1189451,67.3,3427,2002,8382,16090,948,14109,2221,2295,685,3105,73,2445,338,-260,13556,1377,7196,8281,12204,2044,9899,9105,5,53501,55841
Manitoba_2008,49305,179319,12780,1236,14322,15912,3.0,1197775,67.2,3723,2145,8542,16465,1076,14906,2894,2331,716,3141,88,2648,278,372,13467,1297,7338,8212,13254,2219,9213,9731,-4,55454,58720
