Area_Year,9_Postsecondary enrolments,"2_Number of students in elementary and secondary schools_Total, school type Total, program type",3_Number of full-time and part-time educators,"1_Live births_Total, Canada and place of residence of mother outside Canada 10 11",6_Estimates of population,7_Dependency ratio,4_Canada_gdp_yearly_Final consumption expenditure,4_Canada_gdp_yearly_Gross fixed capital formation,4_Canada_gdp_yearly_Investment in inventories,4_Canada_gdp_yearly_Exports of goods and services,4_Canada_gdp_yearly_Less: imports of goods and services,4_Canada_gdp_yearly_Statistical discrepancy,4_Canada_gdp_yearly_Gross domestic product at market prices,4_Canada_gdp_yearly_Final domestic demand
Alberta_1991,0.13005502086028406,0.27425486917839115,0.10206348361455618,0.2792046342098412,0.1153366473077061,0.4469565217391305,0.13152052047309995,0.14932129250740792,0.508529945553539,0.1674578001385395,0.10157347813264402,0.7911292147544693,0.1851625364485842,0.13779701428844346
Alberta_1992,0.13005502086028406,0.27425486917839115,0.10206348361455618,0.27417990106743034,0.1557144839051765,0.41956521739130426,0.13282486143351177,0.14688302525751373,0.3875378100423472,0.18050967953625724,0.10266641222698332,0.5297578637700837,0.18640545492058994,0.13832299970475348
Alberta_1993,0.12479114901951703,0.2669414456145658,0.09923883536487997,0.2627440770632648,0.14162547287183264,0.4247826086956523,0.1347845310846874,0.1627374065189784,0.5147005444646098,0.19480841445185754,0.10680518759556976,0.5530663045937996,0.20100850404818546,0.14327272095729346
Alberta_1994,0.12353721600402319,0.2669414456145658,0.12836535902485763,0.2599648529028899,0.1956781469134337,0.3473913043478263,0.1362941557313626,0.18758854240158035,0.4540229885057471,0.2084193128926805,0.1120542452187231,0.9135551029644716,0.2122221145026213,0.14978303101577212
Alberta_1995,0.12203183467935379,0.25957076143119134,0.12836535902485763,0.2536318667013799,0.1956781469134337,0.3473913043478263,0.13800432674846433,0.18688302525751374,0.5530550514216576,0.22004204795411184,0.11685720729316655,0.8176057931658747,0.21878223819786763,0.15100991680994807
Alberta_1996,0.12136020301142438,0.2594556999975691,0.18836784301201184,0.24676516532153087,0.22360312371626628,0.297391304347826,0.14090356404061458,0.19742627345844502,0.46237144585601936,0.24022020489263188,0.1259030336975621,0.6442634080108622,0.2240758279701401,0.15559492175966932
Alberta_1997,0.12562489867625698,0.24487422920993848,0.2161884991394759,0.24099843790679512,0.22360312371626628,0.297391304347826,0.1492917712823914,0.250836743332863,0.5771929824561404,0.25299986632153315,0.14831190009442355,0.6886173342385156,0.23948055951217934,0.17372777277430015
Alberta_1998,0.128658821038283,0.23962083746357063,0.2199073827646777,0.24729237177818278,0.2133966809213832,0.2860869565217392,0.15567925213573988,0.2779850430365458,0.470356926799758,0.26889788180393015,0.15629948872493502,0.575469563249604,0.25134794508289027,0.18467546451707345
Alberta_1999,0.13533874388335446,0.24461223486577516,0.2199073827646777,0.24936214527466807,0.2133966809213832,0.2860869565217392,0.16116506387480853,0.2647156765909412,0.5289776164549305,0.27597068795800067,0.16199464189679827,0.6159764652636344,0.25448382838776074,0.18627699086720606
Alberta_2000,0.13991774993465653,0.24596947360744603,0.2246305069108071,0.24187060661286125,0.2133966809213832,0.2860869565217392,0.1700964833325438,0.3092084097643573,0.5459770114942528,0.30070363483903895,0.1860069739604115,0.607377234668477,0.2702390629389056,0.20287530424038527
Alberta_2001,0.15709563968780707,0.24742394736344556,0.2246305069108071,0.24569773496485292,0.2047537315999717,0.32173913043478275,0.17695769576957696,0.34411175391562016,0.3525105868118572,0.30092724245628105,0.19225478995095427,0.5376782077393075,0.27470486900882224,0.21572473099071338
Alberta_2002,0.16349764598063185,0.24674465274945506,0.20269335178580933,0.2522194740952877,0.20950574676836142,0.3021739130434784,0.18449002795016342,0.34087766332721886,0.3160919540229885,0.30369803249602,0.19315689428278987,0.5467300294184205,0.28103380986827553,0.22122400776076595
Alberta_2003,0.17388973991642653,0.24956851962391657,0.218005358315147,0.2625618328560271,0.21319783164684922,0.2847826086956522,0.19053010564214315,0.36428390009877243,0.5679975801572897,0.30611153645168737,0.206998247835817,0.6582937316134873,0.29081682116143276,0.2309572190257857
Alberta_2004,0.17558701600336146,0.2487568773515343,0.23007043877858804,0.2652108825826608,0.21695526256233638,0.26956521739130457,0.19903674577984115,0.40136588119091293,0.5092558983666061,0.3266105217105983,0.22204653767896484,0.6553518895677756,0.30708413812304397,0.24545779339193605
Alberta_2005,0.18932403415726767,0.24803166620299968,0.23541101116019944,0.27371778182764905,0.2225708320293972,0.25217391304347836,0.21225701517520174,0.4894200649075773,0.6479128856624319,0.3253539441224009,0.2513351887603748,0.5822584295089387,0.32070652457622695,0.2742790650361119
Alberta_2006,0.19219583853048314,0.24837333923946012,0.2369723745142918,0.2935173131996876,0.2293058662833573,0.232608695652174,0.2281191277022439,0.5391336249470863,0.5797943133696309,0.34935530521224495,0.2793475109107536,0.6666666666666667,0.3411823634840496,0.2975266280117007
Alberta_2007,0.19255315981194313,0.2697893511453474,0.23688366068735472,0.317918510804478,0.23557104428575937,0.20869565217391317,0.24268795300582688,0.5505347819952024,0.38451300665456745,0.3586252992574769,0.2952285124448266,0.4973976012672551,0.3472030605624455,0.31158309204992896
Alberta_2008,0.19150766421063428,0.2693707003892101,0.2485584003122727,0.32910049466284824,0.24109261547209,0.19347826086956532,0.25148041119901465,0.5594638069705093,0.4206291591046582,0.35227921785944316,0.2955036046998644,0.5406200497850193,0.35282726664827146,0.3204690202032983
Alberta_2009,0.19388649755665033,0.2710115412560063,0.2669576480190203,0.33525123665712053,0.2467108879810122,0.18043478260869583,0.251098267721509,0.4150416255114999,0.34192377495462795,0.34925808450909623,0.2653871985447372,0.5175379045032813,0.33318542603516466,0.2885228493523184
Alberta_2010,0.20257138981435838,0.27250788008761956,0.26195418817976973,0.32955610518094247,0.2502982299873707,0.18043478260869583,0.2602665529710866,0.5118837307746579,0.4882637628554144,0.3579131576069124,0.30083692481555185,0.4874405974202308,0.3498156751906016,0.3169037322634989
Alberta_2011,0.20664419071692544,0.27500222830241167,0.2611380209719487,0.33093595417859933,0.2541465506854475,0.1847826086956521,0.27075970754970236,0.5678679271906307,0.5511796733212341,0.38405094364844994,0.3258207538519111,0.49603982801538815,0.37249396563081844,0.33739731499331355
Alberta_2012,0.20755072804211097,0.27357341378630445,0.2585830627561612,0.3413954699297058,0.25992551903303,0.19130434782608696,0.2802706586448118,0.631895019048963,0.5036902601330914,0.3985222453121392,0.35180581956426377,0.49626612355736593,0.387110686861606,0.3589068931381233
Alberta_2013,0.21033981915572922,0.281955882313221,0.259647628679406,0.34615985420463424,0.2671198676752887,0.19782608695652182,0.2909122491196488,0.702181459009454,0.5926799758015728,0.4222902767144263,0.3846260604062939,0.5437881873727088,0.4092843524021885,0.38271393588436264
Alberta_2014,0.2048046478234833,0.2903599586210994,0.26397686343393484,0.36182634730538926,0.27405567036350437,0.20000000000000018,0.30015791052789487,0.7343417525045859,0.5203266787658802,0.45353458018885123,0.39430385550469516,0.5508033491740213,0.43350261882922053,0.39705200060537943
Alberta_2015,0.2019659287541067,0.29904088462255257,0.2730789020776779,0.3693634470190055,0.2781671997628351,0.2195652173913043,0.30305398960948726,0.588305347819952,0.35898366606170595,0.4487488910763547,0.35433617264889056,0.5297578637700837,0.41738942375813803,0.3670187295467346
Alberta_2016,0.20378892899562945,0.3056447626790407,0.27678714004364724,0.36263342879458477,0.2816520964826465,0.24347826086956537,0.3057811044262321,0.4759362212501764,0.40344827586206894,0.44710343067556235,0.3363783485047125,0.6272912423625254,0.4029119093962151,0.34428846826596005
Alberta_2017,0.20959870834973812,0.3117543627460248,0.2491900427600646,0.3486136422806561,0.2846956540425376,0.2673913043478262,0.3146856790942252,0.47930012699308594,0.5901391409558379,0.47220338571098713,0.34672776523478255,0.5134645847476805,0.4211094787448512,0.3519996129541276
Alberta_2018,0.21297671787168856,0.3184406204674303,0.2491900427600646,0.34067951054412915,0.28855931450317784,0.28695652173913055,0.3218658707976061,0.474152673909976,0.5016938898971567,0.5041719834238702,0.36302760092292213,0.5829373161348722,0.4304698977575265,0.35647669165097395
Alberta_2019,0.22001396199822001,0.3231038496962756,0.23883891343304767,0.33642931528247855,0.2929045218714267,0.30869565217391304,0.32245171885609614,0.4416480880485396,0.5976406533575318,0.5092420430930766,0.35720357570365374,0.5451459606245758,0.4309819801679929,0.3497344021753963
Alberta_2020,0.22379892075738878,0.3283977560319471,0.2249818136654779,0.3187321010153606,0.2967869684730037,0.3282608695652174,0.3070743916496913,0.3812050232820658,0.23968542044767088,0.4823556576372939,0.3300214869355962,0.5637021950667572,0.39654940973801767,0.32434692211694244
Alberta_2021,0.2234680677189999,0.3244232748212631,0.21165344830645305,0.3244207237698516,0.29833108113632906,0.3500000000000001,0.31869029008163974,0.40408071116128125,0.34010889292196006,0.5002880163330781,0.3432606114978649,0.5451459606245758,0.4155014305991613,0.33851007187640336
British Columbia_1991,0.16269499650950045,0.282405324157229,0.13003317897127448,0.29782608695652174,0.1951066022270497,0.36347826086956525,0.16205567925213574,0.1521941583180471,0.443859649122807,0.10411122048440215,0.11536526551359227,0.4851776420004526,0.15571282617288001,0.1611711114915408
British Columbia_1992,0.16269499650950045,0.282405324157229,0.15775447561256897,0.3008916948711273,0.2362289511596151,0.3313043478260871,0.16759044325485178,0.15775363341329193,0.44422262552934055,0.10931009758528078,0.12082250105947691,0.2600135777325187,0.1600804416835082,0.16676094707147696
British Columbia_1993,0.15855470158710203,0.27425486917839115,0.21202249782651125,0.30031892736266597,0.26185839669207145,0.2960869565217392,0.17245408751401456,0.1589840553125441,0.4879612825166364,0.11366801560392285,0.12008396509550161,0.14143471373613942,0.1676697018735753,0.1708472583010175
British Columbia_1994,0.15933551475769978,0.27425486917839115,0.21202249782651125,0.3056495704243687,0.26185839669207145,0.2960869565217392,0.17794147835836216,0.1758826019472273,0.5115547489413188,0.12117588440458395,0.13983112805172726,0.561439239646979,0.17211686416641186,0.1789876269374003
British Columbia_1995,0.16134710123110416,0.282405324157229,0.21202249782651125,0.30518745118458734,0.26185839669207145,0.2960869565217392,0.1812370710755286,0.16662057287992096,0.5052026618269813,0.12857194939662403,0.14160559701215114,0.7359131025118806,0.17667713204020094,0.1794763964044431
British Columbia_1996,0.16447697097426295,0.282405324157229,0.21202249782651125,0.30083962509763085,0.26185839669207145,0.2960869565217392,0.18764508029750343,0.16672781148581908,0.4807622504537205,0.12922575862529925,0.14044574858550538,0.5854265670966282,0.18121378446302192,0.1845464492262804
British Columbia_1997,0.16976069399733332,0.282405324157229,0.21202249782651125,0.29051028378026555,0.26185839669207145,0.2960869565217392,0.1936804206736463,0.18070269507549033,0.5234119782214156,0.1343590117515525,0.1505572476895968,0.5369993211133741,0.1873239716714022,0.1923680012306074
British Columbia_1998,0.17682440636693586,0.2842530595267356,0.21484714607618743,0.2803111168966415,0.2772380831838157,0.28434782608695675,0.19642016833262274,0.16825172851700296,0.484271022383545,0.13795860828563444,0.14883482320985572,0.6938221317040054,0.18961467041530877,0.19183829421937065
British Columbia_1999,0.17936535770176246,0.2833982016924294,0.21484714607618743,0.2732166102577454,0.2772380831838157,0.28434782608695675,0.20067585705939014,0.17071821645265978,0.531276467029643,0.15003098909912865,0.15801447827886425,0.6105453722561666,0.19626552715901152,0.19574720942407078
British Columbia_2000,0.17580537900869814,0.2828228945243182,0.21484714607618743,0.26467065868263473,0.2772380831838157,0.28434782608695675,0.20726072607260726,0.1767574432058699,0.5977616454930429,0.1631484924714718,0.17041345622439596,0.5759221543335596,0.20526798565174914,0.20226744373568736
British Columbia_2001,0.22419263587307153,0.2811793526849018,0.21484714607618743,0.2639026295235616,0.2736030460038128,0.30869565217391304,0.2122080629115543,0.19032030478340622,0.44464609800362975,0.16189920643601055,0.17082485545265066,0.5607603530210455,0.20667994103594767,0.2090333033124676
British Columbia_2002,0.24480808869508253,0.28037311235776,0.21681659303419032,0.26112991408487374,0.2751987867666909,0.29565217391304355,0.21911664850695595,0.19212078453506418,0.5033877797943134,0.1630561328034805,0.17103303337538198,0.5949309798596968,0.21497393599964204,0.21494195552445958
