Area_Year,9_Postsecondary enrolments,"2_Number of students in elementary and secondary schools_Total, school type Total, program type",3_Number of full-time and part-time educators,"1_Live births_Total, Canada and place of residence of mother outside Canada 10 11",6_Estimates of population,7_Dependency ratio,4_Canada_gdp_yearly_Final consumption expenditure,4_Canada_gdp_yearly_Gross fixed capital formation,4_Canada_gdp_yearly_Investment in inventories,4_Canada_gdp_yearly_Exports of goods and services,4_Canada_gdp_yearly_Less: imports of goods and services,4_Canada_gdp_yearly_Statistical discrepancy,4_Canada_gdp_yearly_Gross domestic product at market prices,4_Canada_gdp_yearly_Final domestic demand
Alberta_1991,0.0,0.0,0.0,0.27920932563573525,0.0,0.0,0.13335434361261245,0.15073533554967036,0.508529945553539,0.16782995925844046,0.10343326622775995,0.7911292147544693,0.18643260107171133,0.13967539171100157
Alberta_1992,0.0,0.0,0.0,0.27418462519770115,0.0,0.0,0.13465593041395502,0.1483011213162788,0.3875378100423472,0.18087600426608103,0.10452393789354451,0.5297578637700837,0.18767358224106306,0.14020023122646577
Alberta_1993,0.12565416761234055,0.0,0.0,0.2627488756256468,0.0,0.0,0.1366114621578607,0.1641291485884938,0.5147005444646098,0.19516834742808278,0.10865414578891917,0.5530663045937996,0.20225386999977663,0.1451391691196312
Alberta_1994,0.12440147106458273,0.0,0.0,0.25996966955435075,0.0,0.0,0.13811789918217487,0.1889389756015101,0.4540229885057471,0.20877316158875078,0.11389233759874165,0.9135551029644716,0.21345000210966797,0.15163529595254657
Alberta_1995,0.12289757415368614,0.0,0.0,0.25363672457221703,0.0,0.0,0.1398244591166228,0.18823463120527412,0.5530550514216576,0.22039070110952122,0.11868535730008063,0.8176057931658747,0.21999990072150644,0.15285950887894773
Alberta_1996,0.12222660476267073,0.0,0.0,0.24677006788552536,0.0,0.0,0.14271757457336,0.19876035386262467,0.46237144585601936,0.2405598381027115,0.12771245838877374,0.6442634080108622,0.22528523952177548,0.1574345250326168
Alberta_1997,0.12648709513222173,0.0,0.0,0.24100337800456909,0.0,0.0,0.1510880698381683,0.25208204203527357,0.5771929824561404,0.2533337868271387,0.15007493730492805,0.6886173342385156,0.2406659601347209,0.17552787219662666
Alberta_1998,0.12951802582956715,0.2396211797572997,0.0,0.2472972709107595,0.0,0.0,0.1574620633144766,0.2791852144024342,0.470356926799758,0.269224695653019,0.1580459912251631,0.575469563249604,0.25251484833969123,0.18645171352674825
Alberta_1999,0.13619136179242475,0.2446125749125673,0.0,0.24936703093575283,0.0,0.0,0.1629362915806558,0.2659379049980279,0.5289776164549305,0.2762943401543661,0.16372935514346906,0.6159764652636344,0.2556458438299657,0.18804975082501305
Alberta_2000,0.14076585261589922,0.245969813043261,0.0,0.2418755410339688,0.0,0.0,0.17184885205086586,0.3103566800022539,0.5459770114942528,0.3010162310291799,0.1876919804717835,0.607377234668477,0.2713765211326683,0.20461190345923705
Alberta_2001,0.15792680373980048,0.24742428614451187,0.0,0.2457026444764093,0.20626277250856706,0.6673773987206824,0.17869557681095474,0.3452020059728405,0.3525105868118572,0.3012397386903909,0.1939268631689329,0.5376782077393075,0.2758353664741491,0.2174333367167327
Alberta_2002,0.16432249719603104,0.2467449918363139,0.2049972578181668,0.25222434115893544,0.2110057703629846,0.6577825159914713,0.1862120042230661,0.34197329126049475,0.3160919540229885,0.3040092901445269,0.19482710009942175,0.5467300294184205,0.2821544425884881,0.22292063287723457
Alberta_2003,0.17470434378312152,0.24956885743957813,0.2202650186055563,0.2625666326045782,0.21469084922668044,0.6492537313432836,0.19223932809126865,0.36534062095001973,0.5679975801572897,0.30642171522694533,0.20863980135431248,0.6582937316134873,0.2919222053724556,0.23263263957141406
Alberta_2004,0.17639994623430824,0.24875721553256627,0.23229523568020852,0.2652156650893967,0.21844115012824866,0.6417910447761195,0.2007280061770221,0.402360962416183,0.5092558983666061,0.32691153712535137,0.2236569404804891,0.6553518895677756,0.30816416691693116,0.24710162328901078
Alberta_2005,0.1901234187047316,0.2480320047104941,0.23762037588531193,0.27372250896570577,0.22404606362069185,0.6332622601279317,0.2139203605363924,0.49026877782160366,0.6479128856624319,0.3256555212465897,0.2528849625808111,0.5822584295089387,0.3217653205330262,0.27586010551254786
