Area_Year,9_Postsecondary enrolments,"2_Number of students in elementary and secondary schools_Public school Total, program type","2_Number of students in elementary and secondary schools_Priviate school Total, program type","2_Number of students in elementary and secondary schools_Home-schooling Total, program type",3_Number of full-time and part-time educators,"1_Live births_Canada, place of residence of mother 10",1_Live births_Place of residence of mother outside Canada 11,6_Estimates of population,7_Dependency ratio,4_Canada_gdp_yearly_Durable goods,4_Canada_gdp_yearly_Semi-durable goods,4_Canada_gdp_yearly_Non-durable goods,4_Canada_gdp_yearly_Services,4_Canada_gdp_yearly_Non-profit institutions serving households final consumption expenditure,4_Canada_gdp_yearly_General governments final consumption expenditure,4_Canada_gdp_yearly_Non-residential structures,4_Canada_gdp_yearly_Machinery and equipment,4_Canada_gdp_yearly_Intellectual property products,4_Canada_gdp_yearly_Residential structures,4_Canada_gdp_yearly_Non-profit institutions serving households gross fixed capital formation,4_Canada_gdp_yearly_General governments gross fixed capital formation,4_Canada_gdp_yearly_Non-farm,4_Canada_gdp_yearly_Farm,4_Canada_gdp_yearly_Exports of goods to other countries,4_Canada_gdp_yearly_Exports of services to other countries,4_Canada_gdp_yearly_Exports of goods to other provinces,4_Canada_gdp_yearly_Exports of services to other provinces,4_Canada_gdp_yearly_Imports of goods from other countries,4_Canada_gdp_yearly_Imports of services from other countries,4_Canada_gdp_yearly_Imports of goods from other provinces,4_Canada_gdp_yearly_Imports of services from other provinces,4_Canada_gdp_yearly_Statistical discrepancy,4_Canada_gdp_yearly_Gross domestic product at market prices,4_Canada_gdp_yearly_Final domestic demand
Alberta_1991,-0.0723972764811229,0.3936224739381151,-0.49470764525546956,0.1215402177933009,-0.13453502210923207,0.35590448753118975,0.8553108113123614,0.1135333643724768,0.09064225859065067,-0.23625052644068698,-0.195947685836852,-0.018849127064472337,-0.08873239385859846,-0.2617934975994758,0.0772586743519866,0.5752123535124949,-0.2533320483385622,-0.061634109066905855,-0.09536139088657566,-0.1387680169849288,-0.043222068258428045,0.0034848849955795313,0.9140155166608892,0.03733143591514636,-0.3755168737176934,0.6900495068176067,-0.09776093377000021,-0.36261517911182384,-0.22316626279474375,0.1630402249943168,0.17411184532747137,2.8462604084267986,0.13581698185897373,-0.04879658369457114
Alberta_1992,-0.0723972764811229,0.3936224739381151,-0.49470764525546956,0.1215402177933009,-0.13453502210923207,0.3371183113856716,0.44464596317209554,0.11687006847406674,0.19283198192155335,-0.2410305970364068,-0.18544642395545877,-0.01704001856826968,-0.07885320487649478,-0.23756525914336488,0.08226190199514642,0.36659673661286823,-0.18832234668987455,-0.12842678850922315,-0.00868693376756037,-0.05086487170862274,-0.06431019638580933,-0.7680030522527981,-1.4772852767282185,0.15782248727644826,-0.3416364688269531,0.6713575964293492,-0.11034735730487162,-0.3560896997943479,-0.2217477962595816,0.12655304685567614,0.21310291670565704,-0.4371448744502245,0.14138820549320621,-0.0463497166398843
Alberta_1993,-0.09596543399428238,0.36451005308301243,-0.49470764525546956,0.1215402177933009,-0.2593107407807423,0.29349152832094716,0.30775768045867363,0.002552398870234552,0.24648158667027814,-0.2236410298692192,-0.17134883951194463,-0.0037076755201674674,-0.06056933273051184,-0.24931228384935805,0.06678743835564664,0.6219057512457291,-0.1817902714045997,0.08917952030880265,0.0010206054297693438,0.015062487248606786,-0.0948879821705122,-0.32001962834467,2.9002451458185408,0.21705775260615354,-0.33949213940348855,0.8515568812880461,-0.0798723554389428,-0.33383664307996136,-0.1982958162115678,0.12040701898157675,0.2290706887938664,-0.14433903537114795,0.20684451197180345,-0.023323774309222736
Alberta_1994,-0.10157972167340712,0.3351696958530795,-0.49470764525546956,0.1215402177933009,-0.14129286813085107,0.28285267259928104,0.30775768045867363,0.1159048917632691,-0.003883235490435731,-0.2036965973836296,-0.15825822538582435,0.014304752550719883,-0.032774898056981326,-0.2628947811656626,0.021539669233081024,1.07262809152724,-0.15955011031425917,0.3648318481659852,-0.004603603787731204,-0.04646971444480744,-0.1533322229806832,-0.4149611703032215,0.18442711290309594,0.30291987985880303,-0.32019317459230734,0.9599236179604643,-0.08220133932137964,-0.33489166069416404,-0.16151025073303,0.28059273281411645,0.22825373301260918,4.384201757376123,0.25710809159984876,0.006961976405391773
Alberta_1995,-0.10831982957314788,0.33471274793183936,-0.49470764525546956,0.1215402177933009,-0.014417903673901847,0.25875952626941895,0.17086939774525173,0.23177482976259725,-0.29767869006678516,-0.2002351669522463,-0.134522496475826,0.01760834197856822,-0.013790635647341787,-0.23352721940067972,0.007350187556578573,1.0692304430435327,-0.12502342666352073,0.4703218736344069,-0.08033781831927968,0.12054626158017404,-0.20424498945964656,0.30940763130646765,1.5492407514784001,0.4035258066886199,-0.2994360657731703,0.9462522620153339,-0.0820031279271297,-0.3163507029927129,-0.1542287891858644,0.3201140259792113,0.25246533162077783,3.178865099419536,0.2865130099413277,0.01266940922870613
Alberta_1996,-0.11132695463610916,0.3053917437903355,-0.49470764525546956,0.1215402177933009,0.10183142629373583,0.23282264381917442,-0.14853659525273274,0.23177482976259725,-0.29767869006678516,-0.17040093323413297,-0.11783555978758477,0.0269685120241385,0.0034057884577006316,-0.1648805437750321,-0.0007698048478939278,1.0164212780396253,-0.01568892843618234,0.4711170245801488,0.002792616553091434,0.08538500346965162,-0.18707322798449325,-0.2342206052413864,-0.3242133830920848,0.4748841962296732,-0.26426906322835125,1.304488131357227,-0.0918145919425019,-0.26092320352061926,-0.11763235257868157,0.28199309359555685,0.286034787359711,1.0012993447149474,0.3102408513995238,0.03399870317710842
Alberta_1997,-0.09223245115750288,0.27666745987539226,-0.3918055115715964,0.6176616509489996,0.21455804929265732,0.2102493340209789,0.30775768045867363,0.23177482976259725,-0.29767869006678516,-0.08699694283984928,-0.08690718575334452,0.05508835060641897,0.049778996440858966,-0.06282826664171644,0.0016634588692712323,1.5489784089429999,0.16254341149060259,0.8551749313734733,0.17583335494358776,0.2611912940222637,-0.19837043948130464,0.7784891756498296,0.3179164738430077,0.5607463234823227,-0.21889505262784084,1.1857713286020546,-0.008615359206088144,-0.1512990584596685,-0.08368372017046803,0.38779813041549566,0.3684730525593035,1.5584832715062,0.379290597122201,0.1183521365222914
Alberta_1998,-0.07864854139033302,0.25576074851418273,0.35927507570436684,1.3609077225067823,0.273063741764929,0.23429264964488475,0.35338710802981427,0.18942493267273344,-0.36410201023187216,-0.06375590994341845,-0.04792304917995334,0.08942208358869988,0.06931619853233267,-0.01216922259712089,0.04248214122576094,1.3844351466606046,0.4543094408995454,1.3208683352629635,0.2254496663966063,0.015062487248606786,-0.13932368072463705,-0.3622158692151373,0.8311600512499094,0.6708546991576682,-0.11373713770113807,0.9793879213399721,0.08261143499744833,-0.09723917441339322,-0.09730099890802443,0.33964127909818526,0.43256694703430204,0.13709570316116831,0.4324846403818526,0.16928044255439373
Alberta_1999,-0.04874023842423057,0.2756245434433854,0.35927507570436684,1.3609077225067823,0.273063741764929,0.24189183230321767,0.6499783872422285,0.18942493267273344,-0.36410201023187216,-0.042904912344847536,-0.033106200224014996,0.1136877345051573,0.09700004526949635,0.03151502552829122,0.06840050081983479,1.34152770009493,0.39458760971988976,0.931509422164693,0.1891619603494452,0.11615110431635874,-0.06581649125205084,0.05060402063426805,1.7333640079472439,0.6723150755065599,-0.05832766539881344,1.0912304264730168,0.10243257442244266,-0.08579027956297133,-0.10250204287028557,0.41222664626951094,0.5066871170065483,0.6459524526286896,0.4465408376110211,0.17673069106288597
Alberta_2000,-0.028238459669854252,0.28102728062981264,0.19365885589700169,1.9326642722643308,0.273063741764929,0.21331392243729022,0.5587195320999472,0.18942493267273344,-0.36410201023187216,0.025499546180108447,0.01105664083883037,0.14267279888996948,0.1289968215249665,0.0865792038376342,0.11635493407722457,1.7157544116575456,0.5914830218903171,1.3863357631290443,0.20903930251540606,0.13373173337161995,0.03133952762052721,0.47608278274481364,0.2995041481961233,0.8083101223526715,-0.07642580573285446,1.2600755343603343,0.17710871720610885,0.014416856423059043,-0.07167403683942869,0.5514847462016363,0.6687414365250267,0.5379269974344671,0.5171616683985518,0.2539455051942774
