Area_Year,9_Postsecondary enrolments,"2_Number of students in elementary and secondary schools_Public school Total, program type","2_Number of students in elementary and secondary schools_Priviate school Total, program type","2_Number of students in elementary and secondary schools_Home-schooling Total, program type",3_Number of full-time and part-time educators,"1_Live births_Canada, place of residence of mother 10",1_Live births_Place of residence of mother outside Canada 11,6_Estimates of population,7_Dependency ratio,4_Canada_gdp_yearly_Durable goods,4_Canada_gdp_yearly_Semi-durable goods,4_Canada_gdp_yearly_Non-durable goods,4_Canada_gdp_yearly_Services,4_Canada_gdp_yearly_Non-profit institutions serving households final consumption expenditure,4_Canada_gdp_yearly_General governments final consumption expenditure,4_Canada_gdp_yearly_Non-residential structures,4_Canada_gdp_yearly_Machinery and equipment,4_Canada_gdp_yearly_Intellectual property products,4_Canada_gdp_yearly_Residential structures,4_Canada_gdp_yearly_Non-profit institutions serving households gross fixed capital formation,4_Canada_gdp_yearly_General governments gross fixed capital formation,4_Canada_gdp_yearly_Non-farm,4_Canada_gdp_yearly_Farm,4_Canada_gdp_yearly_Exports of goods to other countries,4_Canada_gdp_yearly_Exports of services to other countries,4_Canada_gdp_yearly_Exports of goods to other provinces,4_Canada_gdp_yearly_Exports of services to other provinces,4_Canada_gdp_yearly_Imports of goods from other countries,4_Canada_gdp_yearly_Imports of services from other countries,4_Canada_gdp_yearly_Imports of goods from other provinces,4_Canada_gdp_yearly_Imports of services from other provinces,4_Canada_gdp_yearly_Statistical discrepancy,4_Canada_gdp_yearly_Gross domestic product at market prices,4_Canada_gdp_yearly_Final domestic demand
Alberta_1991,0.0,0.0,0.0,0.0,0.0,0.27901175060576844,0.1792717086834734,0.0,0.0,0.0801903419104688,0.0916441272946999,0.15783099021182295,0.12072605938244112,0.07437651732509382,0.17403963946902762,0.19047337627799776,0.10054565296471445,0.11653935921918099,0.10150097020888027,0.0935720097640358,0.1290781429695539,0.5173481676893961,0.6855990068280571,0.17174581811190157,0.024401624945103208,0.4300550442934549,0.10392589325099251,0.04910068682148684,0.0615198814250947,0.24715419755860107,0.2933785008074999,0.7911292147544693,0.18643260107171133,0.13967539171100157
Alberta_1992,0.0,0.0,0.0,0.0,0.0,0.2741004663765926,0.12885154061624648,0.0,0.0,0.07926106322299484,0.09374460493756115,0.15824369061824314,0.12279126756004902,0.0792319576252483,0.17512265273150152,0.15872288871816087,0.11575118224809022,0.1031720772331848,0.1175522200662025,0.10984540276647681,0.12484111131287452,0.4544359694901646,0.5243637492240845,0.20069698134974043,0.029822683355292052,0.4248516384277974,0.10143606332402098,0.05044613184555581,0.06179436037255943,0.23837339923612674,0.3037184385709221,0.5297578637700837,0.18767358224106306,0.14020023122646577
Alberta_1993,0.12565416761234055,0.0,0.0,0.0,0.0,0.26269508350485915,0.11204481792717087,0.0,0.0,0.08264171499983977,0.09656442423893653,0.1612851131786006,0.12661344388875617,0.07687780475244613,0.1717730051546697,0.19757993026416878,0.11727901054929066,0.1467218332272438,0.11934996005022258,0.12205044751830757,0.11869741541068943,0.4909674829385789,0.819522036002483,0.21492982118823303,0.030165788317962232,0.47501505117399156,0.10746458854090085,0.05503434107434189,0.06633241230397628,0.2368943308619786,0.30795288927403786,0.5530663045937996,0.20225386999977663,0.1451391691196312
Alberta_1994,0.12440147106458273,0.0,0.0,0.0,0.0,0.2599137594122091,0.11204481792717087,0.0,0.0,0.08651905021309321,0.09918282787592796,0.1653941737468711,0.13242376838844408,0.0741558154932686,0.16197854095032937,0.2661781218604101,0.122480902146235,0.2018883938043709,0.11830841228170301,0.11065907241659886,0.10695478481932087,0.4832253254573608,0.6364059590316574,0.2355604691405499,0.033253732981993855,0.5051819041885267,0.10700387197961085,0.054816814034522356,0.07345056634156161,0.2754437205122444,0.30773624295899477,0.9135551029644716,0.21345000210966797,0.15163529595254657
Alberta_1995,0.12289757415368614,0.0,0.0,0.0,0.0,0.25361506995648886,0.09523809523809525,0.0,0.0,0.08719197615919505,0.1039304828221212,0.16614780057598622,0.13639235872974284,0.08004119767527405,0.1589070443206903,0.2656610129424975,0.13055656602400872,0.22300021217907914,0.10428318685081613,0.14157851912123678,0.09672537981962351,0.5422951195733211,0.728429546865301,0.2597337050567199,0.0365749890206412,0.5013761073363722,0.10704308189972063,0.05863965034542489,0.07485955827188055,0.2849546918295514,0.3141568519320912,0.8176057931658747,0.21999990072150644,0.15285950887894773
Alberta_1996,0.12222660476267073,0.0,0.0,0.0,0.0,0.24683437117323676,0.05602240896358543,0.0,0.0,0.09299195693273944,0.10726822811762675,0.16828307659181238,0.13998720803889989,0.09379827852571178,0.15714936705864252,0.2576236629040837,0.1561295016369589,0.22315934648843624,0.11967811893619451,0.1350691619202604,0.10017553416863387,0.49796409932901303,0.6021104903786468,0.27687944626033456,0.04220191040843215,0.6011008858690977,0.10510219085428614,0.07006787649298073,0.08194111511647056,0.2757807234329364,0.323059045968409,0.6442634080108622,0.22528523952177548,0.1574345250326168
Alberta_1997,0.12648709513222173,0.0,0.0,0.0,0.0,0.24093301373075218,0.11204481792717087,0.0,0.0,0.10920626782452654,0.11345456638084825,0.17469787638725653,0.14968135687259668,0.1142499816081807,0.15767607842673093,0.3386767921517641,0.19781738814114225,0.30002121790791425,0.15172354754023515,0.1676159479251424,0.09790569578112705,0.5805471124620061,0.6454065797641217,0.2975100942126514,0.04946201141853316,0.5680528081190332,0.12156055482036955,0.09267054724163629,0.08851031125912642,0.30124316632966375,0.344920628668216,0.6886173342385156,0.2406659601347209,0.17552787219662666
Alberta_1998,0.12951802582956715,0.245874023414946,0.0,0.0,0.0,0.24721867590735,0.11764705882352941,0.0,0.0,0.1137244848912103,0.1212522299591414,0.18253021236127434,0.1537655372238362,0.12440226587214008,0.16651180957904518,0.3136339459842799,0.26606038559476175,0.39322087842138764,0.16091199634744893,0.12205044751830757,0.10976938441982931,0.48752652405803754,0.6800124146492862,0.3239665448952125,0.06628787878787878,0.5106003268254924,0.13960692055089938,0.10381679389312977,0.08587531336346502,0.28965401033475624,0.3619175168393272,0.575469563249604,0.25251484833969123,0.18645171352674825
Alberta_1999,0.13619136179242475,0.2509942529638208,0.0,0.0,0.0,0.24920533597352856,0.15406162464985992,0.0,0.0,0.11777806261415708,0.1242159175922196,0.1880657808560842,0.15955274372153597,0.13315677186787317,0.17212217336497548,0.30710359907806867,0.25209166969807206,0.3152981116061956,0.15419187307385002,0.14076484947111473,0.12453846619454029,0.5211905717726674,0.7408441961514587,0.3243174389540473,0.07515371102327624,0.5417347553109142,0.14352791256187813,0.10617736510302322,0.08486889055609435,0.3071219950572905,0.38157324614960414,0.6159764652636344,0.2556458438299657,0.18804975082501305
Alberta_2000,0.14076585261589922,0.252386899972378,0.0,0.0,0.0,0.24173419139678487,0.14285714285714285,0.0,0.0,0.13107636107283618,0.1330494331587731,0.19467795910677277,0.1662415522967735,0.14419186345913337,0.1825025299899984,0.3640594527510195,0.2981447799199709,0.4063229365584553,0.1578729597077959,0.14401952807160293,0.14405907632709883,0.5558869071514596,0.6441651148355059,0.3569938473370506,0.07225790513833992,0.5887374215188784,0.15830024996324069,0.1268384056073637,0.0908342330143278,0.34063506328165954,0.4245479970063418,0.607377234668477,0.2713765211326683,0.20461190345923705
Alberta_2001,0.15792680373980048,0.2538793187069215,0.0,0.0,0.0,0.24570751152914203,0.08123249299719888,0.20626277250856706,0.6673773987206824,0.1417149998397795,0.1439546527018473,0.19709135930953428,0.17153942775239078,0.15581549326859412,0.19026708409035764,0.3921458542639324,0.33055656602400874,0.4561319753872268,0.17582182399269491,0.1643612693246542,0.18073966466920888,0.4234673395652922,0.5380198634388579,0.36047875408575275,0.07975131752305666,0.5436269028984261,0.16784786550997402,0.12818385063143267,0.09507950740178228,0.3715644424473901,0.43301689841257335,0.5376782077393075,0.2758353664741491,0.2174333367167327
Alberta_2002,0.16432249719603104,0.2531809166250181,0.0,0.0,0.2049972578181668,0.2522732602068732,0.06442577030812326,0.2110057703629846,0.6577825159914713,0.15365142435991921,0.15241411060597343,0.20321906317007743,0.17760019727361698,0.17391304347826086,0.19672373692838502,0.3663347319898351,0.3393961440523827,0.3671228516868236,0.20732507704599934,0.19609438567941415,0.18963743114823556,0.43143889430521304,0.3774053382991931,0.3542059219380888,0.0870937637241985,0.5641825062354864,0.17577807185217859,0.1285907067614655,0.09723874178850482,0.36890586385082,0.43916177571197856,0.5467300294184205,0.2821544425884881,0.22292063287723457
