Area_Year,9_Postsecondary enrolments_Canada,"2_Number of students in elementary and secondary schools_Total, school type Total, program type",3_Number of full-time and part-time educators_Canada,"1_Live births_Total, Canada and place of residence of mother outside Canada 10 11",6_Estimates of population_Canada,7_Dependency ratio_Canada,5_Household spending_Total expenditure,4_Canada_gdp_yearly_Final consumption expenditure,4_Canada_gdp_yearly_Gross fixed capital formation,4_Canada_gdp_yearly_Investment in inventories,4_Canada_gdp_yearly_Exports of goods and services,4_Canada_gdp_yearly_Less: imports of goods and services,4_Canada_gdp_yearly_Statistical discrepancy,4_Canada_gdp_yearly_Gross domestic product at market prices,4_Canada_gdp_yearly_Final domestic demand,8_Canadian government finance statistics for the federal government_Gross operating balance 5 6,8_Canadian government finance statistics for the federal government_Net operating balance 7,8_Canadian government finance statistics for the federal government_Net worth 3 10 11
Canada_1991,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0309051951064167,0.3172105660730911,0.0,0.0,0.176597774244833,0.0,0.0,0.9544563710415416,0.9913475011676786,1.0
Canada_1992,0.0,0.0,0.0,0.9361665382469376,0.0,0.0,0.0,0.0132884875879291,0.0085680046829957,0.3042752659963811,0.0415350210500345,0.0235240545869689,0.0,0.0092511000516031,0.0045879928936329,0.9544563710415416,0.9913475011676786,1.0
Canada_1993,0.6206867497575321,0.0,0.0,0.8032521189255251,0.0,0.0,0.0,0.0259462940523502,0.0,0.5085230100777055,0.106331950462214,0.0596110727137623,0.3790143084260731,0.0368403173837461,0.0121299842244549,0.9544563710415416,0.9913475011676786,1.0
Canada_1994,0.6146298597761511,0.0,0.0,0.7654568642559179,0.0,0.0,0.0,0.043529707986166,0.0488483953744371,0.6070163316215093,0.1915592942468544,0.1026161033072556,0.6471224165341811,0.0846813910379546,0.0377223964822008,0.9544563710415416,0.9913475011676786,1.0
Canada_1995,0.608913661270248,0.0,0.0,0.6650902037888251,0.0,0.0,0.0,0.0573184431255151,0.0382315800324717,0.8076276694793674,0.2580792227119811,0.1350802504588753,0.5074721780604133,0.1146460856036661,0.0455673206637524,0.9544563710415416,0.9913475011676786,1.0
Canada_1996,0.6069175938756128,0.0,0.0,0.5079177405212958,0.0,0.0,0.0,0.0743556097330682,0.082529517231731,0.5871185726080821,0.3048270122593856,0.1669203054914699,0.3569475357710651,0.1331410785550717,0.0695738852071093,0.9544563710415416,0.9913475011676786,1.0
Canada_1997,0.6017769991125537,0.0,0.0,0.2779312910168183,0.0,0.0,0.0,0.1111154824347437,0.1773316496147206,0.7895627528941929,0.3790575178126609,0.2567609078214859,0.9116057233704292,0.1828214173488636,0.1212164493229047,0.9544563710415416,0.9913475011676786,1.0
Canada_1998,0.6012439818041446,0.9340457572447576,0.0,0.1898397853176394,0.0,0.0,0.0,0.1392283053561895,0.2066500749205695,0.7026813372137282,0.4683038663166475,0.2946661215324761,0.70181240063593,0.2299814151578894,0.1500045151968626,0.9544563710415416,0.9913475011676786,1.0
Canada_1999,0.6050561545640294,0.9349289865166612,0.0,0.1223264340941092,0.0,0.0,0.0,0.1789306504973422,0.254667348989953,0.7070614207163896,0.5795137629594428,0.355354483241991,1.0,0.294909444540006,0.1922872605102724,0.9544563710415416,0.9913475011676786,1.0
Canada_2000,0.6153744355007844,0.9376320764578824,0.0,0.0,0.0,0.0,0.0,0.2250224248902361,0.3045060948895703,0.8921492273368741,0.6822456629425028,0.4244469970569244,0.8493481717011129,0.3633843535617265,0.2399020847308942,0.9544563710415416,0.9913475011676786,1.0
