Area_Year,9_Postsecondary enrolments,"2_Number of students in elementary and secondary schools_Total, school type Total, program type",3_Number of full-time and part-time educators,"1_Live births_Total, Canada and place of residence of mother outside Canada 10 11",6_Estimates of population,7_Dependency ratio,4_Canada_gdp_yearly_Final consumption expenditure,4_Canada_gdp_yearly_Gross fixed capital formation,4_Canada_gdp_yearly_Investment in inventories,4_Canada_gdp_yearly_Exports of goods and services,4_Canada_gdp_yearly_Less: imports of goods and services,4_Canada_gdp_yearly_Statistical discrepancy,4_Canada_gdp_yearly_Gross domestic product at market prices,4_Canada_gdp_yearly_Final domestic demand
Alberta_1991,-0.0720832151660123,0.3482882146203,-0.2446469414266742,0.3565494718913374,-0.2145003113775898,0.5683526513600222,-0.0722790488515512,0.0014103714671761,0.2118893204977247,0.0583927287451741,-0.210854208440759,2.8462604084267986,0.1358169818589737,-0.0487965836945711
Alberta_1992,-0.0720832151660123,0.3482882146203,-0.2446469414266742,0.3373303482858731,-0.0470604673810403,0.4077570556906915,-0.0662511119110941,-0.0100566547565266,-1.1408469528481489,0.1166709419752045,-0.2057161613815246,-0.4371448744502245,0.1413882054932062,-0.0463497166398843
Alberta_1993,-0.09566122630792,0.3204180319989961,-0.2561239705971955,0.2935894154169604,-0.1054851381479866,0.4383466929610412,-0.0571946110114485,0.0645055597397265,0.2808788704383643,0.1805165152400589,-0.1862591577785284,-0.1443390353711479,0.2068445119718034,-0.0233237743092227
Alberta_1994,-0.1012778612688145,0.3204180319989961,-0.137777921059961,0.2829591488631608,0.1186618709983384,-0.0153995932157965,-0.050217967288595,0.1813789774780686,-0.3975183706445913,0.2412908158151371,-0.1615825508137702,4.384201757376123,0.2571080915998487,0.0069619764053917
Alberta_1995,-0.10802078714535,0.2923296391359477,-0.137777921059961,0.2587360824536832,0.1186618709983384,-0.0153995932157965,-0.042314510016785,0.1780609722050064,0.7096962690890063,0.2931877274847843,-0.1390031059140056,3.178865099419536,0.2865130099413277,0.0126694092287061
Alberta_1996,-0.1110291694594966,0.2918911600652725,0.1060224385434863,0.2324716065420708,0.2344618779696501,-0.3085502837233044,-0.0289158511515559,0.2276452430056476,-0.304179567783726,0.3832856280873377,-0.0964773195960795,1.0012993447149474,0.3102408513995238,0.0339987031771084
Alberta_1997,-0.0919266827455311,0.2363237161463115,0.219062524846108,0.2104144258238825,0.2344618779696501,-0.3085502837233044,0.0098497675260568,0.4788315141975466,0.979567155621508,0.4403483553058665,0.0088701214687662,1.5584832715062,0.379290597122201,0.1183521365222914
Alberta_1998,-0.0783370936712826,0.2163039557598448,0.2341729853620706,0.2344881208063746,0.1921375403293814,-0.3748278311423925,0.0393691439475447,0.6065083571049792,-0.2148989737428984,0.5113349088882927,0.046420973332513,0.1370957031611683,0.4324846403818526,0.1692804425543937
Alberta_1999,-0.0484162863202381,0.235325301360971,0.2341729853620706,0.2424048064366047,0.1921375403293814,-0.3748278311423925,0.0647215082709684,0.5441033139292257,0.4405017506931774,0.5429158400799851,0.0731947423622648,0.6459524526286896,0.4465408376110211,0.1767306910628859
Alberta_2000,-0.0279059359617212,0.240497501666472,0.2533638469524774,0.2137503876932248,0.1921375403293814,-0.3748278311423925,0.1059975510496917,0.7533499984696189,0.6305611970982726,0.6533514262678415,0.1860803159607266,0.5379269974344671,0.5171616683985518,0.2539455051942774
Alberta_2001,0.0490375171173392,0.2460402476655015,0.2533638469524774,0.2283887875378012,0.156296737354368,-0.1657986431283437,0.1377062508151713,0.917498355338551,-1.5324641039817792,0.6543498612058606,0.2154522357709982,-0.3376477446660723,0.5371790749163491,0.3137206206481602
Alberta_2002,0.077713476614254,0.2434515742787682,0.1642294319623235,0.2533338158443752,0.1760025152145483,-0.2805097828921507,0.1725164919846391,0.902288619166834,-1.9396377222588872,0.6667217723943587,0.2196931635024298,-0.2239367391984697,0.5655477456618608,0.3393030773779403
Alberta_2003,0.1242618945883158,0.2542128387949897,0.2264447345638302,0.2928923487576948,0.1913129470794082,-0.3824752404599799,0.2004303646205331,1.012366762105945,0.8767591988472216,0.6774983581927609,0.2847634420190372,1.1775514031897314,0.6093988468869045,0.3845816597153766
Alberta_2004,0.1318643582688932,0.2511198115476205,0.2754672209705793,0.3030247105548761,0.2068943575593445,-0.4716950158318294,0.2397433141341438,1.1867611192580927,0.2200057381377999,0.7690287958802984,0.3555077090114884,1.1405953264127606,0.6823150218117391,0.4520378601923447
Alberta_2005,0.1933954093444439,0.2483561582500542,0.2971668803947433,0.3355627863998784,0.2301811444392379,-0.5736604733996586,0.3008400309204718,1.600874721378437,1.7702415073921711,0.7634180256307778,0.4931980494786802,0.2223789572618701,0.743375632842927,0.5861134787808812
Alberta_2006,0.2062588371704501,0.2496582146453694,0.3035109668709108,0.4112940998815134,0.2581101564870292,-0.6883716131634656,0.3741458742217934,1.83467464493949,1.0086509854984445,0.8705869931627237,0.6248881762599181,1.2827340832472638,0.8351559709932727,0.6942603858677477
Alberta_2007,0.2078593558400454,0.3312709036450066,0.3031505074120377,0.5046263465096035,0.28409075663138,-0.8285741173192303,0.4414748647940177,1.8882936101521748,-1.1746653596817955,0.9119786328758216,0.6995471457736907,-0.8436617189969035,0.8621429782774946,0.7596505995391076
Alberta_2008,0.2031763567697482,0.3296754985756481,0.350586972199745,0.5473963651031107,0.3069877490401551,-0.9177938926910796,0.4821087060585035,1.9302862848880495,-0.7708735820880523,0.8836426152326914,0.7008403957137701,-0.3006916678891014,0.8873527652223966,0.8009876483898668
