Area_Year,9_Postsecondary enrolments,"2_Number of students in elementary and secondary schools_Public school Total, program type","2_Number of students in elementary and secondary schools_Priviate school Total, program type","2_Number of students in elementary and secondary schools_Home-schooling Total, program type",3_Number of full-time and part-time educators,"1_Live births_Canada, place of residence of mother 10",1_Live births_Place of residence of mother outside Canada 11,6_Estimates of population,7_Dependency ratio,4_Canada_gdp_yearly_Durable goods,4_Canada_gdp_yearly_Semi-durable goods,4_Canada_gdp_yearly_Non-durable goods,4_Canada_gdp_yearly_Services,4_Canada_gdp_yearly_Non-profit institutions serving households final consumption expenditure,4_Canada_gdp_yearly_General governments final consumption expenditure,4_Canada_gdp_yearly_Non-residential structures,4_Canada_gdp_yearly_Machinery and equipment,4_Canada_gdp_yearly_Intellectual property products,4_Canada_gdp_yearly_Residential structures,4_Canada_gdp_yearly_Non-profit institutions serving households gross fixed capital formation,4_Canada_gdp_yearly_General governments gross fixed capital formation,4_Canada_gdp_yearly_Non-farm,4_Canada_gdp_yearly_Farm,4_Canada_gdp_yearly_Exports of goods to other countries,4_Canada_gdp_yearly_Exports of services to other countries,4_Canada_gdp_yearly_Exports of goods to other provinces,4_Canada_gdp_yearly_Exports of services to other provinces,4_Canada_gdp_yearly_Imports of goods from other countries,4_Canada_gdp_yearly_Imports of services from other countries,4_Canada_gdp_yearly_Imports of goods from other provinces,4_Canada_gdp_yearly_Imports of services from other provinces,4_Canada_gdp_yearly_Statistical discrepancy,4_Canada_gdp_yearly_Gross domestic product at market prices,4_Canada_gdp_yearly_Final domestic demand
Alberta_1991,-0.0723972764811229,0.3936224739381151,-0.4947076452554695,0.1215402177933009,-0.134535022109232,0.3559044875311897,0.8553108113123614,0.1135333643724768,0.0906422585906506,-0.2362505264406869,-0.195947685836852,-0.0188491270644723,-0.0887323938585984,-0.2617934975994758,0.0772586743519866,0.5752123535124949,-0.2533320483385622,-0.0616341090669058,-0.0953613908865756,-0.1387680169849288,-0.043222068258428,0.0034848849955795,0.9140155166608892,0.0373314359151463,-0.3755168737176934,0.6900495068176067,-0.0977609337700002,-0.3626151791118238,-0.2231662627947437,0.1630402249943168,0.1741118453274713,2.8462604084267986,0.1358169818589737,-0.0487965836945711
Alberta_1992,-0.0723972764811229,0.3936224739381151,-0.4947076452554695,0.1215402177933009,-0.134535022109232,0.3371183113856716,0.4446459631720955,0.1168700684740667,0.1928319819215533,-0.2410305970364068,-0.1854464239554587,-0.0170400185682696,-0.0788532048764947,-0.2375652591433648,0.0822619019951464,0.3665967366128682,-0.1883223466898745,-0.1284267885092231,-0.0086869337675603,-0.0508648717086227,-0.0643101963858093,-0.7680030522527981,-1.4772852767282183,0.1578224872764482,-0.3416364688269531,0.6713575964293492,-0.1103473573048716,-0.3560896997943479,-0.2217477962595816,0.1265530468556761,0.213102916705657,-0.4371448744502245,0.1413882054932062,-0.0463497166398843
Alberta_1993,-0.0959654339942823,0.3645100530830124,-0.4947076452554695,0.1215402177933009,-0.2593107407807423,0.2934915283209471,0.3077576804586736,0.0025523988702345,0.2464815866702781,-0.2236410298692192,-0.1713488395119446,-0.0037076755201674,-0.0605693327305118,-0.249312283849358,0.0667874383556466,0.6219057512457291,-0.1817902714045997,0.0891795203088026,0.0010206054297693,0.0150624872486067,-0.0948879821705122,-0.32001962834467,2.9002451458185408,0.2170577526061535,-0.3394921394034885,0.8515568812880461,-0.0798723554389428,-0.3338366430799613,-0.1982958162115678,0.1204070189815767,0.2290706887938664,-0.1443390353711479,0.2068445119718034,-0.0233237743092227
Alberta_1994,-0.1015797216734071,0.3351696958530795,-0.4947076452554695,0.1215402177933009,-0.141292868130851,0.282852672599281,0.3077576804586736,0.1159048917632691,-0.0038832354904357,-0.2036965973836296,-0.1582582253858243,0.0143047525507198,-0.0327748980569813,-0.2628947811656626,0.021539669233081,1.07262809152724,-0.1595501103142591,0.3648318481659852,-0.0046036037877312,-0.0464697144448074,-0.1533322229806832,-0.4149611703032215,0.1844271129030959,0.302919879858803,-0.3201931745923073,0.9599236179604644,-0.0822013393213796,-0.334891660694164,-0.16151025073303,0.2805927328141164,0.2282537330126091,4.384201757376123,0.2571080915998487,0.0069619764053917
Alberta_1995,-0.1083198295731478,0.3347127479318393,-0.4947076452554695,0.1215402177933009,-0.0144179036739018,0.2587595262694189,0.1708693977452517,0.2317748297625972,-0.2976786900667851,-0.2002351669522463,-0.134522496475826,0.0176083419785682,-0.0137906356473417,-0.2335272194006797,0.0073501875565785,1.0692304430435329,-0.1250234266635207,0.4703218736344069,-0.0803378183192796,0.120546261580174,-0.2042449894596465,0.3094076313064676,1.5492407514784,0.4035258066886199,-0.2994360657731703,0.946252262015334,-0.0820031279271297,-0.3163507029927129,-0.1542287891858644,0.3201140259792113,0.2524653316207778,3.178865099419536,0.2865130099413277,0.0126694092287061
Alberta_1996,-0.1113269546361091,0.3053917437903355,-0.4947076452554695,0.1215402177933009,0.1018314262937358,0.2328226438191744,-0.1485365952527327,0.2317748297625972,-0.2976786900667851,-0.1704009332341329,-0.1178355597875847,0.0269685120241385,0.0034057884577006,-0.1648805437750321,-0.0007698048478939,1.0164212780396251,-0.0156889284361823,0.4711170245801488,0.0027926165530914,0.0853850034696516,-0.1870732279844932,-0.2342206052413864,-0.3242133830920848,0.4748841962296732,-0.2642690632283512,1.304488131357227,-0.0918145919425019,-0.2609232035206192,-0.1176323525786815,0.2819930935955568,0.286034787359711,1.0012993447149474,0.3102408513995238,0.0339987031771084
Alberta_1997,-0.0922324511575028,0.2766674598753922,-0.3918055115715964,0.6176616509489996,0.2145580492926573,0.2102493340209789,0.3077576804586736,0.2317748297625972,-0.2976786900667851,-0.0869969428398492,-0.0869071857533445,0.0550883506064189,0.0497789964408589,-0.0628282666417164,0.0016634588692712,1.548978408943,0.1625434114906025,0.8551749313734733,0.1758333549435877,0.2611912940222637,-0.1983704394813046,0.7784891756498296,0.3179164738430077,0.5607463234823227,-0.2188950526278408,1.1857713286020546,-0.0086153592060881,-0.1512990584596685,-0.083683720170468,0.3877981304154956,0.3684730525593035,1.5584832715062,0.379290597122201,0.1183521365222914
Alberta_1998,-0.078648541390333,0.2557607485141827,0.3592750757043668,1.3609077225067825,0.273063741764929,0.2342926496448847,0.3533871080298142,0.1894249326727334,-0.3641020102318721,-0.0637559099434184,-0.0479230491799533,0.0894220835886998,0.0693161985323326,-0.0121692225971208,0.0424821412257609,1.3844351466606046,0.4543094408995454,1.3208683352629635,0.2254496663966063,0.0150624872486067,-0.139323680724637,-0.3622158692151373,0.8311600512499094,0.6708546991576682,-0.113737137701138,0.979387921339972,0.0826114349974483,-0.0972391744133932,-0.0973009989080244,0.3396412790981852,0.432566947034302,0.1370957031611683,0.4324846403818526,0.1692804425543937
Alberta_1999,-0.0487402384242305,0.2756245434433854,0.3592750757043668,1.3609077225067825,0.273063741764929,0.2418918323032176,0.6499783872422285,0.1894249326727334,-0.3641020102318721,-0.0429049123448475,-0.0331062002240149,0.1136877345051573,0.0970000452694963,0.0315150255282912,0.0684005008198347,1.34152770009493,0.3945876097198897,0.931509422164693,0.1891619603494452,0.1161511043163587,-0.0658164912520508,0.050604020634268,1.733364007947244,0.6723150755065599,-0.0583276653988134,1.0912304264730168,0.1024325744224426,-0.0857902795629713,-0.1025020428702855,0.4122266462695109,0.5066871170065483,0.6459524526286896,0.4465408376110211,0.1767306910628859
Alberta_2000,-0.0282384596698542,0.2810272806298126,0.1936588558970016,1.9326642722643308,0.273063741764929,0.2133139224372902,0.5587195320999472,0.1894249326727334,-0.3641020102318721,0.0254995461801084,0.0110566408388303,0.1426727988899694,0.1289968215249665,0.0865792038376342,0.1163549340772245,1.7157544116575456,0.5914830218903171,1.3863357631290445,0.209039302515406,0.1337317333716199,0.0313395276205272,0.4760827827448136,0.2995041481961233,0.8083101223526715,-0.0764258057328544,1.2600755343603345,0.1771087172061088,0.014416856423059,-0.0716740368394286,0.5514847462016363,0.6687414365250267,0.5379269974344671,0.5171616683985518,0.2539455051942774
