Index,MSE
provincial_set_overall_imputer_minmax_discretized: Alberta_economics,0.5522853535870298
provincial_set_overall_imputer_minmax_nondiscretized: Alberta_economics,0.005628158841046284
provincial_set_overall_imputer_nonorm_discretized: Alberta_economics,0.5975131452886596
provincial_set_overall_imputer_nonorm_nondiscretized: Alberta_economics,2716638460.9283977
provincial_set_overall_imputer_std_discretized: Alberta_economics,0.5344737788771727
provincial_set_overall_imputer_std_nondiscretized: Alberta_economics,0.24573288835426688
provincial_set_overall_nega_minmax_discretized: Alberta_economics,0.6847359120409654
provincial_set_overall_nega_minmax_nondiscretized: Alberta_economics,0.012236963160857484
provincial_set_overall_nega_nonorm_discretized: Alberta_economics,0.7031801913028591
provincial_set_overall_nega_nonorm_nondiscretized: Alberta_economics,74234703284.56236
provincial_set_overall_nega_std_discretized: Alberta_economics,0.6967955075465234
provincial_set_overall_nega_std_nondiscretized: Alberta_economics,0.3683722624383395
