Index,MSE
provincial_set_overall_imputer_minmax_discretized: Alberta_education,1.1340633188548115
provincial_set_overall_imputer_minmax_nondiscretized: Alberta_education,17.974201740694458
provincial_set_overall_imputer_nonorm_discretized: Alberta_education,1.4435381651594483
provincial_set_overall_imputer_nonorm_nondiscretized: Alberta_education,308996807318.65985
provincial_set_overall_imputer_std_discretized: Alberta_education,1.7569402698923582
provincial_set_overall_imputer_std_nondiscretized: Alberta_education,352.34393674083896
provincial_set_overall_nega_minmax_discretized: Alberta_education,4413989696446634.0
provincial_set_overall_nega_minmax_nondiscretized: Alberta_education,199.60965565794706
provincial_set_overall_nega_nonorm_discretized: Alberta_education,1.1779446343603046e+19
provincial_set_overall_nega_nonorm_nondiscretized: Alberta_education,5966667643641.406
provincial_set_overall_nega_std_discretized: Alberta_education,4288895552084732.5
provincial_set_overall_nega_std_nondiscretized: Alberta_education,4769.407256914674
