Index,MSE
canada_set_overall_imputer_minmax_discretized: Canada_economics,4.733333333339393
canada_set_overall_imputer_minmax_nondiscretized: Canada_economics,0.07310185879731516
canada_set_overall_imputer_nonorm_discretized: Canada_economics,4.733333333339393
canada_set_overall_imputer_nonorm_nondiscretized: Canada_economics,19227328540.724903
canada_set_overall_imputer_std_discretized: Canada_economics,4.533333333339337
canada_set_overall_imputer_std_nondiscretized: Canada_economics,1.0601331374183158
canada_set_overall_nega_minmax_discretized: Canada_economics,1.8331946107592643
canada_set_overall_nega_minmax_nondiscretized: Canada_economics,0.024716871700033945
canada_set_overall_nega_nonorm_discretized: Canada_economics,7.20055209378478
canada_set_overall_nega_nonorm_nondiscretized: Canada_economics,118553292425.28291
canada_set_overall_nega_std_discretized: Canada_economics,1.8471179834587519
canada_set_overall_nega_std_nondiscretized: Canada_economics,0.3779228316864716
