Index,MSE
canada_set_detailed_imputer_minmax_discretized: Canada_economics,1150.3855190593836
canada_set_detailed_imputer_minmax_nondiscretized: Canada_economics,1156870178.1947389
canada_set_detailed_imputer_nonorm_discretized: Canada_economics,1132.9459568812729
canada_set_detailed_imputer_nonorm_nondiscretized: Canada_economics,3.0527305769365174e+22
canada_set_detailed_imputer_std_discretized: Canada_economics,311.786785576844
canada_set_detailed_imputer_std_nondiscretized: Canada_economics,11119921433.47299
canada_set_detailed_nega_minmax_discretized: Canada_economics,4940.27132556535
canada_set_detailed_nega_minmax_nondiscretized: Canada_economics,2.849465286213168e+19
canada_set_detailed_nega_nonorm_discretized: Canada_economics,3075.7795815728987
canada_set_detailed_nega_nonorm_nondiscretized: Canada_economics,1.0021354703047379e+18
canada_set_detailed_nega_std_discretized: Canada_economics,2987.9270822723815
canada_set_detailed_nega_std_nondiscretized: Canada_economics,3.47349212851221e+21
