Index,MSE
provincial_set_detailed_imputer_minmax_discretized: Alberta_economics,462.91737734235113
provincial_set_detailed_imputer_minmax_nondiscretized: Alberta_economics,3.820638260646776
provincial_set_detailed_imputer_nonorm_discretized: Alberta_economics,463.9111808202619
provincial_set_detailed_imputer_nonorm_nondiscretized: Alberta_economics,710913004862.0352
provincial_set_detailed_imputer_std_discretized: Alberta_economics,419.9239986695417
provincial_set_detailed_imputer_std_nondiscretized: Alberta_economics,309.02321816725765
provincial_set_detailed_nega_minmax_discretized: Alberta_economics,1852.8195515500558
provincial_set_detailed_nega_minmax_nondiscretized: Alberta_economics,10.158233293828365
provincial_set_detailed_nega_nonorm_discretized: Alberta_economics,1917.6382321453943
provincial_set_detailed_nega_nonorm_nondiscretized: Alberta_economics,4611620794449.699
provincial_set_detailed_nega_std_discretized: Alberta_economics,754.1813507486878
provincial_set_detailed_nega_std_nondiscretized: Alberta_economics,437.35322859476094
