Index,MSE
provincial_set_detailed_imputer_minmax_discretized: Alberta_education,0.5294432321333209
provincial_set_detailed_imputer_minmax_discretized: British Columbia_education,3.6086974138430756
provincial_set_detailed_imputer_minmax_discretized: Manitoba_education,0.25102613937264856
provincial_set_detailed_imputer_minmax_discretized: New Brunswick_education,0.3746607489031726
provincial_set_detailed_imputer_minmax_discretized: Newfoundland and Labrador_education,0.25382266230516526
provincial_set_detailed_imputer_minmax_discretized: Northwestern_education,3.4666738998970245e-33
provincial_set_detailed_imputer_minmax_discretized: Nova Scotia_education,0.20000000000000018
provincial_set_detailed_imputer_minmax_discretized: Nunavut_education,4.853343459855834e-33
provincial_set_detailed_imputer_minmax_discretized: Ontario_education,2.2311268428871696
provincial_set_detailed_imputer_minmax_discretized: Prince Edward Island_education,0.2
provincial_set_detailed_imputer_minmax_discretized: Quebec_education,35.829883297660686
provincial_set_detailed_imputer_minmax_discretized: Saskatchewan_education,0.17923085651306978
provincial_set_detailed_imputer_minmax_discretized: Yukon_education,0.0
provincial_set_detailed_imputer_minmax_nondiscretized: Alberta_education,0.061739944549053585
provincial_set_detailed_imputer_minmax_nondiscretized: British Columbia_education,4.443183151448794
provincial_set_detailed_imputer_minmax_nondiscretized: Manitoba_education,0.033545239628838486
provincial_set_detailed_imputer_minmax_nondiscretized: New Brunswick_education,0.0007808488696627923
provincial_set_detailed_imputer_minmax_nondiscretized: Newfoundland and Labrador_education,0.08935716563126753
provincial_set_detailed_imputer_minmax_nondiscretized: Northwestern_education,1.5224879394744997e-05
provincial_set_detailed_imputer_minmax_nondiscretized: Nova Scotia_education,0.0035465751605016325
provincial_set_detailed_imputer_minmax_nondiscretized: Nunavut_education,3.602053780833128e-05
provincial_set_detailed_imputer_minmax_nondiscretized: Ontario_education,0.20039828856959868
provincial_set_detailed_imputer_minmax_nondiscretized: Prince Edward Island_education,0.00017644453875379306
provincial_set_detailed_imputer_minmax_nondiscretized: Quebec_education,0.21452572452730706
provincial_set_detailed_imputer_minmax_nondiscretized: Saskatchewan_education,0.0073124489955149795
provincial_set_detailed_imputer_minmax_nondiscretized: Yukon_education,0.0012690314080468282
provincial_set_detailed_imputer_nonorm_discretized: Alberta_education,0.23185478131616163
provincial_set_detailed_imputer_nonorm_discretized: British Columbia_education,20.23893233607801
provincial_set_detailed_imputer_nonorm_discretized: Manitoba_education,0.36613108046812576
provincial_set_detailed_imputer_nonorm_discretized: New Brunswick_education,0.38480919742073383
provincial_set_detailed_imputer_nonorm_discretized: Newfoundland and Labrador_education,0.2721474747676381
provincial_set_detailed_imputer_nonorm_discretized: Northwestern_education,4.853343459855834e-33
provincial_set_detailed_imputer_nonorm_discretized: Nova Scotia_education,0.20000000000000018
provincial_set_detailed_imputer_nonorm_discretized: Nunavut_education,0.0
provincial_set_detailed_imputer_nonorm_discretized: Ontario_education,2.3572856962308153
provincial_set_detailed_imputer_nonorm_discretized: Prince Edward Island_education,0.2
