Index,MSE
canada_set_detailed_imputer_minmax_discretized: Canada_education,1.4846172881479158
canada_set_detailed_imputer_minmax_nondiscretized: Canada_education,0.18294099796639046
canada_set_detailed_imputer_nonorm_discretized: Canada_education,1.60577798960754
canada_set_detailed_imputer_nonorm_nondiscretized: Canada_education,8484168414.522461
canada_set_detailed_imputer_std_discretized: Canada_education,1.7146738033667603
canada_set_detailed_imputer_std_nondiscretized: Canada_education,5.140171723710506
canada_set_detailed_nega_minmax_discretized: Canada_education,4.380256830419577
canada_set_detailed_nega_minmax_nondiscretized: Canada_education,0.8467653135739758
canada_set_detailed_nega_nonorm_discretized: Canada_education,6.568112881663583
canada_set_detailed_nega_nonorm_nondiscretized: Canada_education,27842286755622.34
canada_set_detailed_nega_std_discretized: Canada_education,4.470620120496835
canada_set_detailed_nega_std_nondiscretized: Canada_education,29.174741093226487
