Index,MSE
provincial_set_detailed_imputer_std_nondiscretized: Yukon_education,0.0007428298755668128
provincial_set_detailed_nega_minmax_discretized: Alberta_education,0.5972497228774978
provincial_set_detailed_nega_minmax_discretized: British Columbia_education,6.147039651870674
provincial_set_detailed_nega_minmax_discretized: Manitoba_education,0.3033897803501365
provincial_set_detailed_nega_minmax_discretized: New Brunswick_education,0.1380715255771842
provincial_set_detailed_nega_minmax_discretized: Newfoundland and Labrador_education,0.0009936366823960516
provincial_set_detailed_nega_minmax_discretized: Northwestern_education,0.0
provincial_set_detailed_nega_minmax_discretized: Nova Scotia_education,0.02411558279922312
provincial_set_detailed_nega_minmax_discretized: Nunavut_education,0.0
provincial_set_detailed_nega_minmax_discretized: Ontario_education,383.8266513220997
provincial_set_detailed_nega_minmax_discretized: Prince Edward Island_education,9.860761315262648e-33
provincial_set_detailed_nega_minmax_discretized: Quebec_education,16.12598298693195
provincial_set_detailed_nega_minmax_discretized: Saskatchewan_education,0.3194714020909609
provincial_set_detailed_nega_minmax_discretized: Yukon_education,0.0
provincial_set_detailed_nega_minmax_nondiscretized: Alberta_education,0.0104626539173009
provincial_set_detailed_nega_minmax_nondiscretized: British Columbia_education,0.015087985964299885
provincial_set_detailed_nega_minmax_nondiscretized: Manitoba_education,0.01160095136431221
provincial_set_detailed_nega_minmax_nondiscretized: New Brunswick_education,0.002140335734542789
provincial_set_detailed_nega_minmax_nondiscretized: Newfoundland and Labrador_education,0.004253983299748075
provincial_set_detailed_nega_minmax_nondiscretized: Northwestern_education,188789227249084.06
provincial_set_detailed_nega_minmax_nondiscretized: Nova Scotia_education,0.010444415712679154
provincial_set_detailed_nega_minmax_nondiscretized: Nunavut_education,274461026437.46304
provincial_set_detailed_nega_minmax_nondiscretized: Ontario_education,0.2702876541653311
provincial_set_detailed_nega_minmax_nondiscretized: Prince Edward Island_education,0.012582794694682802
provincial_set_detailed_nega_minmax_nondiscretized: Quebec_education,0.6866696315465021
provincial_set_detailed_nega_minmax_nondiscretized: Saskatchewan_education,0.0005256482827592597
provincial_set_detailed_nega_minmax_nondiscretized: Yukon_education,4.383943328580056e-05
provincial_set_detailed_nega_nonorm_discretized: Alberta_education,1.4186170778129843
provincial_set_detailed_nega_nonorm_discretized: British Columbia_education,6.984753608703555
provincial_set_detailed_nega_nonorm_discretized: Manitoba_education,0.37198213539863
provincial_set_detailed_nega_nonorm_discretized: New Brunswick_education,0.13807152557718416
provincial_set_detailed_nega_nonorm_discretized: Newfoundland and Labrador_education,0.0006927255377604183
provincial_set_detailed_nega_nonorm_discretized: Northwestern_education,0.0
provincial_set_detailed_nega_nonorm_discretized: Nova Scotia_education,0.02411558279922319
provincial_set_detailed_nega_nonorm_discretized: Nunavut_education,0.0
provincial_set_detailed_nega_nonorm_discretized: Ontario_education,383.82665132209934
provincial_set_detailed_nega_nonorm_discretized: Prince Edward Island_education,9.860761315262648e-33
provincial_set_detailed_nega_nonorm_discretized: Quebec_education,16.125982986931977
provincial_set_detailed_nega_nonorm_discretized: Saskatchewan_education,3.5798954669536725e+22
provincial_set_detailed_nega_nonorm_discretized: Yukon_education,0.0
provincial_set_detailed_nega_nonorm_nondiscretized: Alberta_education,812159591.6780171
provincial_set_detailed_nega_nonorm_nondiscretized: British Columbia_education,55017756143.60165
provincial_set_detailed_nega_nonorm_nondiscretized: Manitoba_education,5961220970.619689
provincial_set_detailed_nega_nonorm_nondiscretized: New Brunswick_education,6328749555.224534
provincial_set_detailed_nega_nonorm_nondiscretized: Newfoundland and Labrador_education,9750237630.055134
provincial_set_detailed_nega_nonorm_nondiscretized: Northwestern_education,983157.5533169454
provincial_set_detailed_nega_nonorm_nondiscretized: Nova Scotia_education,12085426895.358974
provincial_set_detailed_nega_nonorm_nondiscretized: Nunavut_education,165148.21799348696
provincial_set_detailed_nega_nonorm_nondiscretized: Ontario_education,511580857049.60144
provincial_set_detailed_nega_nonorm_nondiscretized: Prince Edward Island_education,24829722302.841824
provincial_set_detailed_nega_nonorm_nondiscretized: Quebec_education,2359480230719.178
provincial_set_detailed_nega_nonorm_nondiscretized: Saskatchewan_education,550259792.7241735
provincial_set_detailed_nega_nonorm_nondiscretized: Yukon_education,35854724.433930054
provincial_set_detailed_nega_std_discretized: Alberta_education,0.1613154386117644
provincial_set_detailed_nega_std_discretized: British Columbia_education,8.95397400856013
provincial_set_detailed_nega_std_discretized: Manitoba_education,0.3535945376580274
provincial_set_detailed_nega_std_discretized: New Brunswick_education,0.14386600271616107
provincial_set_detailed_nega_std_discretized: Newfoundland and Labrador_education,0.0009936366823960516
provincial_set_detailed_nega_std_discretized: Northwestern_education,0.0
provincial_set_detailed_nega_std_discretized: Nova Scotia_education,0.0056773743517219925
provincial_set_detailed_nega_std_discretized: Nunavut_education,0.0
provincial_set_detailed_nega_std_discretized: Ontario_education,433.35241967459876
provincial_set_detailed_nega_std_discretized: Prince Edward Island_education,9.860761315262648e-33
provincial_set_detailed_nega_std_discretized: Quebec_education,11.434575191415437
provincial_set_detailed_nega_std_discretized: Saskatchewan_education,0.3650363548674753
provincial_set_detailed_nega_std_discretized: Yukon_education,0.0
provincial_set_detailed_nega_std_nondiscretized: Alberta_education,0.4628665692588167
provincial_set_detailed_nega_std_nondiscretized: British Columbia_education,0.25956850457455855
provincial_set_detailed_nega_std_nondiscretized: Manitoba_education,0.2823998420461892
provincial_set_detailed_nega_std_nondiscretized: New Brunswick_education,0.04242640093647909
provincial_set_detailed_nega_std_nondiscretized: Newfoundland and Labrador_education,0.08431925419049227
provincial_set_detailed_nega_std_nondiscretized: Northwestern_education,4.067875987032227e-05
provincial_set_detailed_nega_std_nondiscretized: Nova Scotia_education,0.23832367223617995
provincial_set_detailed_nega_std_nondiscretized: Nunavut_education,9.718008832885108e-06
provincial_set_detailed_nega_std_nondiscretized: Ontario_education,5.629956202040836
provincial_set_detailed_nega_std_nondiscretized: Prince Edward Island_education,0.4881922938885066
provincial_set_detailed_nega_std_nondiscretized: Quebec_education,12.16209137289194
provincial_set_detailed_nega_std_nondiscretized: Saskatchewan_education,0.02291950401070969
provincial_set_detailed_nega_std_nondiscretized: Yukon_education,0.0010258332538647258
