Index,MSE
provincial_set_detailed_imputer_minmax_discretized: Alberta_education,0.8052686081999157
provincial_set_detailed_imputer_minmax_nondiscretized: Alberta_education,0.009048736123207833
provincial_set_detailed_imputer_nonorm_discretized: Alberta_education,0.7915244089312039
provincial_set_detailed_imputer_nonorm_nondiscretized: Alberta_education,717957182.914747
provincial_set_detailed_imputer_std_discretized: Alberta_education,0.7781847110155609
provincial_set_detailed_imputer_std_nondiscretized: Alberta_education,0.3600230770943648
provincial_set_detailed_nega_minmax_discretized: Alberta_education,1.59698170906956
provincial_set_detailed_nega_minmax_nondiscretized: Alberta_education,0.01311666657642623
provincial_set_detailed_nega_nonorm_discretized: Alberta_education,1.6174613304313372
provincial_set_detailed_nega_nonorm_nondiscretized: Alberta_education,968466419.1032317
provincial_set_detailed_nega_std_discretized: Alberta_education,1.655903388135472
provincial_set_detailed_nega_std_nondiscretized: Alberta_education,0.6907751268645672
