Index,MSE
provincial_set_detailed_imputer_minmax_discretized: Alberta_economics,0.8560370779365536
provincial_set_detailed_imputer_minmax_nondiscretized: Alberta_economics,0.01732979120032685
provincial_set_detailed_imputer_nonorm_discretized: Alberta_economics,0.8469275727330645
provincial_set_detailed_imputer_nonorm_nondiscretized: Alberta_economics,2722805931.257931
provincial_set_detailed_imputer_std_discretized: Alberta_economics,0.8961628306377044
provincial_set_detailed_imputer_std_nondiscretized: Alberta_economics,0.7896440355401578
provincial_set_detailed_nega_minmax_discretized: Alberta_economics,0.8885292888471561
provincial_set_detailed_nega_minmax_nondiscretized: Alberta_economics,0.01921915357842239
provincial_set_detailed_nega_nonorm_discretized: Alberta_economics,0.9129537075368833
provincial_set_detailed_nega_nonorm_nondiscretized: Alberta_economics,17180845713.041103
provincial_set_detailed_nega_std_discretized: Alberta_economics,0.8340263944866545
provincial_set_detailed_nega_std_nondiscretized: Alberta_economics,0.7542940889423121
