1.353108555688126990e-01,4.668873653207324115e-02,1.163546234962895970e-01,2.972514766399251065e-02,1.057138193117715258e-01,3.664948444979786862e-02,5.098767551927475133e-02,1.183762253788509800e-01,1.220645608856362613e-01,1.140722341505275364e-02,7.941528975560137316e-02,1.102041946058466698e-01,-2.564697721938084471e-02,1.101201299504086240e-01,1.200979383398650263e-01,-1.137621657631910504e-02,-1.233716722632719788e-02,-4.453263677546638599e-02
4.668873653207324115e-02,3.833943465174549647e-02,4.574221209923339665e-02,1.568222196813008965e-02,5.057952204911272259e-02,3.558797056982810486e-02,3.072880820934324395e-02,4.482189822811179225e-02,3.636918674076833335e-02,-7.580658396406496705e-03,2.413681219682006426e-02,3.707368436092255831e-02,-7.685950392622926779e-03,3.856875358074270121e-02,4.299788213858683761e-02,-1.344606326224821909e-02,-1.397667525361997315e-02,-2.720934241149943270e-02
1.163546234962895970e-01,4.574221209923339665e-02,1.155681285187745155e-01,4.595187846258219633e-02,9.656270598851289522e-02,2.902921337756641726e-02,4.503897531801476922e-02,1.023675462770125971e-01,1.033210594079974065e-01,9.650786235409259534e-03,6.137559757837365848e-02,9.418464107920859751e-02,-2.903011996422750346e-02,9.205352020480134234e-02,1.032610654340882367e-01,-6.417286195648697240e-03,-7.252396216216299568e-03,-3.593028109005965559e-02
2.972514766399251065e-02,1.568222196813008965e-02,4.595187846258219633e-02,7.782372405224034784e-02,2.963424252541574030e-02,-3.046767256029904881e-03,9.464341015962980316e-03,1.711258839983579791e-02,1.294820330397571280e-02,-7.304922137699048496e-03,-1.957499269165927092e-02,6.884894957666446054e-03,-4.636641490754030842e-02,5.523051118400944606e-03,1.609475414240836219e-02,5.776646178099289521e-03,5.585557387914314061e-03,-3.619441350435634221e-03
1.057138193117715258e-01,5.057952204911272259e-02,9.656270598851289522e-02,2.963424252541574030e-02,9.654118132474721892e-02,5.119085554662345522e-02,5.447440225474249609e-02,9.469515031007426364e-02,8.885750556929018773e-02,2.364668114641976359e-03,5.850600034971675800e-02,8.460093169244138622e-02,-1.689271685546743160e-02,8.530558356556508515e-02,9.384918051638323211e-02,-1.577201479752006821e-02,-1.676113235140401503e-02,-4.726931368838695885e-02
3.664948444979786862e-02,3.558797056982810486e-02,2.902921337756641726e-02,-3.046767256029904881e-03,5.119085554662345522e-02,6.480209978982627572e-02,4.596147252840385167e-02,3.740852630756764940e-02,2.151666186678013321e-02,-1.530939699984888366e-02,2.517264508033450685e-02,2.862831884016067696e-02,7.798882719725346198e-03,3.304906423039868230e-02,3.367618509009016187e-02,-1.963413120502327872e-02,-2.040231158016190399e-02,-3.965794409102302992e-02
5.098767551927475133e-02,3.072880820934324395e-02,4.503897531801476922e-02,9.464341015962980316e-03,5.447440225474249609e-02,4.596147252840385167e-02,4.649232327597818681e-02,4.849749119724113683e-02,3.857482789507726134e-02,2.652551607899818545e-03,3.375057557815757531e-02,4.214846525846115133e-02,2.499940900223770936e-03,4.421283521424933249e-02,4.632821937493743908e-02,-7.106612760840813961e-03,-7.800801593218616159e-03,-2.743261879321273050e-02
1.183762253788509800e-01,4.482189822811179225e-02,1.023675462770125971e-01,1.711258839983579791e-02,9.469515031007426364e-02,3.740852630756764940e-02,4.849749119724113683e-02,1.071792194002393617e-01,1.090046169470459542e-01,1.346154355783386013e-02,7.632686005244740390e-02,1.008822431748718357e-01,-1.485478639187867538e-02,1.007924903401275912e-01,1.083697421670407057e-01,-8.860231320258361160e-03,-9.756347400231651923e-03,-3.899232685354794836e-02
1.220645608856362613e-01,3.636918674076833335e-02,1.033210594079974065e-01,1.294820330397571280e-02,8.885750556929018773e-02,2.151666186678013321e-02,3.857482789507726134e-02,1.090046169470459542e-01,1.196195018163305340e-01,2.082349951340881425e-02,8.172543489447745002e-02,1.065910613719359135e-01,-1.713317774662630535e-02,1.047779375858967910e-01,1.124262164763220745e-01,-5.372427268840625041e-03,-6.137231998387970323e-03,-3.415845710223312792e-02
1.140722341505275364e-02,-7.580658396406496705e-03,9.650786235409259534e-03,-7.304922137699048496e-03,2.364668114641976359e-03,-1.530939699984888366e-02,2.652551607899818545e-03,1.346154355783386013e-02,2.082349951340881425e-02,4.940930308631816259e-02,2.079682954946403609e-02,2.151477809447967238e-02,1.403411976759562883e-02,1.675864245734558222e-02,1.541302954955945347e-02,2.444995869922803738e-02,2.439975800977639206e-02,1.561822702714183060e-02
7.941528975560137316e-02,2.413681219682006426e-02,6.137559757837365848e-02,-1.957499269165927092e-02,5.850600034971675800e-02,2.517264508033450685e-02,3.375057557815757531e-02,7.632686005244740390e-02,8.172543489447745002e-02,2.079682954946403609e-02,7.124543012668775599e-02,7.797201969738977445e-02,9.995360263280021057e-03,7.745182358484245522e-02,7.824340294139006668e-02,-3.701869328797110191e-03,-4.281781448870759267e-03,-2.345112227931999554e-02
