1.000000000000000000e+00,9.722114689094567552e-01,9.811179742342969190e-01,9.584232174701782236e-01,9.844456225502107305e-01,-1.115378335408849786e-01,9.843087247016681918e-01,9.110229263962221768e-01,3.895894500137817573e-01,9.345557522591916300e-01,9.682031848220331582e-01,-9.665135866283000587e-02,9.631496069667921933e-01,9.766115437730995552e-01
9.722114689094566442e-01,1.000000000000000000e+00,9.908671900029902835e-01,9.776381129152837968e-01,9.954519984118769260e-01,-1.020437044532242210e-01,9.779854062300250561e-01,9.155696918642624027e-01,4.046711714049701092e-01,9.631177015918501727e-01,9.693948508502796546e-01,-1.139483066301550697e-02,9.742752878588873955e-01,9.726616543940915793e-01
9.811179742342968080e-01,9.908671900029902835e-01,1.000000000000000000e+00,9.675758688035769328e-01,9.921312385792352417e-01,-1.025557284869157426e-01,9.791746350486738582e-01,9.127678389716166185e-01,4.141990253626819385e-01,9.591502137044197740e-01,9.738139391802690392e-01,-4.040536272466658391e-02,9.700806161338426659e-01,9.729261288525639095e-01
9.584232174701783347e-01,9.776381129152836857e-01,9.675758688035770438e-01,1.000000000000000000e+00,9.742296307914469766e-01,-9.934000834385890710e-02,9.631054494143281852e-01,9.052320663234827425e-01,3.436600445226634659e-01,9.451564483065775235e-01,9.461775761987597511e-01,-1.450587144597547014e-02,9.617788926923953596e-01,9.585799342432310688e-01
9.844456225502107305e-01,9.954519984118769260e-01,9.921312385792353528e-01,9.742296307914469766e-01,1.000000000000000000e+00,-1.091245993006409454e-01,9.884984764785832434e-01,9.263611497464043776e-01,4.057861417351822930e-01,9.623613997387949759e-01,9.783309374252886492e-01,-3.320859891477866838e-02,9.795980640216751523e-01,9.833020916511614473e-01
-1.115378335408849925e-01,-1.020437044532242349e-01,-1.025557284869157426e-01,-9.934000834385890710e-02,-1.091245993006409454e-01,1.000000000000000000e+00,-1.012868497078170810e-01,-1.351838165242951750e-01,-3.076146398035402643e-02,-9.627158631497184649e-02,-1.026541944425174852e-01,8.820311553163714957e-02,-1.058531064375734521e-01,-1.094751242412638770e-01
9.843087247016683028e-01,9.779854062300249451e-01,9.791746350486737471e-01,9.631054494143280742e-01,9.884984764785834654e-01,-1.012868497078170810e-01,1.000000000000000000e+00,9.509142934116566748e-01,4.123019215450124952e-01,9.718971393954044524e-01,9.933664830465278595e-01,-2.843519665470833208e-02,9.910359558707753092e-01,9.977087740157669637e-01
9.110229263962220658e-01,9.155696918642622917e-01,9.127678389716166185e-01,9.052320663234828535e-01,9.263611497464042666e-01,-1.351838165242951750e-01,9.509142934116565637e-01,9.999999999999997780e-01,3.854275816037151525e-01,9.641742095808766289e-01,9.629739189860418991e-01,-2.094187702855574221e-02,9.747417266202278441e-01,9.696660437539568189e-01
3.895894500137817018e-01,4.046711714049701647e-01,4.141990253626819940e-01,3.436600445226634659e-01,4.057861417351823485e-01,-3.076146398035402296e-02,4.123019215450124397e-01,3.854275816037152080e-01,1.000000000000000000e+00,4.151102537375306878e-01,4.418855881906650351e-01,-5.163684379484716203e-03,4.067313181615236362e-01,4.098742751905308790e-01
9.345557522591916300e-01,9.631177015918501727e-01,9.591502137044198850e-01,9.451564483065775235e-01,9.623613997387950869e-01,-9.627158631497184649e-02,9.718971393954044524e-01,9.641742095808767399e-01,4.151102537375306878e-01,1.000000000000000000e+00,9.854017020227988644e-01,3.000605676888952120e-02,9.912408783494506270e-01,9.783956788322910603e-01
9.682031848220330472e-01,9.693948508502795436e-01,9.738139391802690392e-01,9.461775761987598621e-01,9.783309374252886492e-01,-1.026541944425174852e-01,9.933664830465279705e-01,9.629739189860420101e-01,4.418855881906649796e-01,9.854017020227988644e-01,1.000000000000000000e+00,-1.492481067618703187e-02,9.925266068121297858e-01,9.950596635834311199e-01
-9.665135866282999200e-02,-1.139483066301550697e-02,-4.040536272466658391e-02,-1.450587144597546840e-02,-3.320859891477866838e-02,8.820311553163714957e-02,-2.843519665470832861e-02,-2.094187702855574221e-02,-5.163684379484716203e-03,3.000605676888952120e-02,-1.492481067618703361e-02,1.000000000000000000e+00,-1.531308276092193483e-04,-2.682577751964361837e-02
9.631496069667921933e-01,9.742752878588875065e-01,9.700806161338426659e-01,9.617788926923953596e-01,9.795980640216751523e-01,-1.058531064375734521e-01,9.910359558707754202e-01,9.747417266202278441e-01,4.067313181615236917e-01,9.912408783494506270e-01,9.925266068121296748e-01,-1.531308276092193483e-04,1.000000000000000000e+00,9.958621405959762196e-01
9.766115437730996662e-01,9.726616543940914683e-01,9.729261288525639095e-01,9.585799342432309578e-01,9.833020916511614473e-01,-1.094751242412638770e-01,9.977087740157669637e-01,9.696660437539567079e-01,4.098742751905308235e-01,9.783956788322909492e-01,9.950596635834311199e-01,-2.682577751964361490e-02,9.958621405959762196e-01,9.999999999999997780e-01
