1.000000000000000000e+00,8.367950562317548746e-01,5.243718465504864090e-01,2.182052395731155503e-01,9.562331218167449132e-01,7.859508755844833994e-01,5.702607429974387854e-01,9.753331166139702635e-01,9.635240696870169819e-01,2.285101156688905955e-01,8.600418785205846683e-01,9.605792790019519467e-01,-2.285863065825101681e-01,9.661580720231579544e-01,9.821150766409049160e-01,-2.261931716946246340e-01,-4.810091443876826633e-01,-8.405388160738161973e-01
8.367950562317548746e-01,1.000000000000000000e+00,3.625972549592653693e-01,4.734902117270153692e-03,8.410843654906272615e-01,7.658604145723638679e-01,4.754708100166561424e-01,8.891366709430802429e-01,8.444497522443428217e-01,1.077619198748966250e-01,8.394464261511220826e-01,8.750157680229992962e-01,-4.818528716527370470e-02,8.901699667539109129e-01,8.766217176529572663e-01,-3.133994580422659881e-01,-5.462933309903188484e-01,-7.874403858672714973e-01
5.243718465504864090e-01,3.625972549592653693e-01,1.000000000000000000e+00,3.812139980429379849e-01,4.312832904902610398e-01,6.402249928548092717e-02,4.239274952247145678e-01,5.030565637024160264e-01,5.870248987202513202e-01,1.705994206719667616e-01,3.995339364848340402e-01,5.213615955699785198e-01,-2.796082926253885548e-01,4.812700861053157975e-01,5.295441804754442705e-01,6.444054018586119030e-03,-1.406047863627752081e-01,-3.247920971634810083e-01
2.182052395731155225e-01,4.734902117270153692e-03,3.812139980429379849e-01,1.000000000000000000e+00,2.822552422154457341e-01,-6.050968776937398069e-02,3.087724673604985148e-01,2.080642841734961224e-01,1.405095418674889574e-01,-1.301057269291508445e-01,-2.278213294511641229e-01,1.134849921054778554e-01,-6.784334488534126129e-01,1.030488000706566293e-01,2.058093877113103265e-01,-1.337331803473989014e-02,-1.601183517173870030e-01,-3.286996144744096515e-01
9.562331218167449132e-01,8.410843654906271505e-01,4.312832904902610953e-01,2.822552422154457341e-01,1.000000000000000000e+00,8.425670163379863631e-01,6.586432152524336336e-01,9.746101425587488931e-01,9.080303230845071516e-01,1.405229211012616330e-01,7.951759490771054262e-01,9.192915882687503482e-01,-2.160991296571565523e-01,9.465875044877090083e-01,9.632355625049265901e-01,-2.297716667994042228e-01,-4.757640126244900847e-01,-9.226194746337966768e-01
7.859508755844833994e-01,7.658604145723638679e-01,6.402249928548092717e-02,-6.050968776937397375e-02,8.425670163379862521e-01,1.000000000000000000e+00,4.571095872390631421e-01,8.052391903151436825e-01,7.069766546967811705e-01,-4.456807296184302908e-02,7.661646039629032012e-01,7.365833301393291954e-01,-2.287864015645350857e-02,8.139412041502419592e-01,7.850753943288664161e-01,-1.982381216965949100e-01,-3.520286229746612539e-01,-7.529902036230253781e-01
5.702607429974387854e-01,4.754708100166561424e-01,4.239274952247145123e-01,3.087724673604985703e-01,6.586432152524336336e-01,4.571095872390631976e-01,1.000000000000000000e+00,6.169132998439463833e-01,5.439775973909565243e-01,3.360651657664405767e-01,4.780611213662525616e-01,5.789559980070496659e-01,-7.873743107298965260e-02,6.009459937735471824e-01,6.043771934704614823e-01,2.028902574534855729e-01,-2.088193116080364758e-02,-5.704207632273678996e-01
9.753331166139702635e-01,8.891366709430803539e-01,5.030565637024160264e-01,2.080642841734960946e-01,9.746101425587487821e-01,8.052391903151436825e-01,6.169132998439463833e-01,1.000000000000000000e+00,9.629785467579644598e-01,2.214680193802716912e-01,8.709965200065890034e-01,9.734968370767500545e-01,-1.977899802256844752e-01,9.844028824698196622e-01,9.935296217625664283e-01,-1.964156398245666402e-01,-4.552904653513694666e-01,-8.670394416335462928e-01
9.635240696870169819e-01,8.444497522443428217e-01,5.870248987202513202e-01,1.405095418674889851e-01,9.080303230845071516e-01,7.069766546967811705e-01,5.439775973909565243e-01,9.629785467579643488e-01,9.999999999999998890e-01,3.162165396477377155e-01,9.014013366833202312e-01,9.834698968568867938e-01,-2.098953167575698109e-01,9.702931799430224435e-01,9.765001357647491442e-01,-1.687340962581614090e-01,-4.222144064038514943e-01,-7.677119734641025817e-01
2.285101156688905955e-01,1.077619198748966250e-01,1.705994206719667616e-01,-1.301057269291508445e-01,1.405229211012616330e-01,-4.456807296184302908e-02,3.360651657664406322e-01,2.214680193802717190e-01,3.162165396477377155e-01,1.000000000000000000e+00,3.788805896868310263e-01,3.550875251857664172e-01,3.228122446606397911e-01,2.888980332050480326e-01,2.496825780740322132e-01,5.332759711445888007e-01,3.413306278833564966e-01,4.171549711382423198e-02
