4.062106407107304382e+10,9.873348653904725647e+10,5.575228302470609665e+09,2.489928927824875116e+08,4.754081242150967598e+09,7.376520309886561394e+09,5.966934600588637404e+06,6.060987634419997559e+11,7.525372988504328532e+05,2.370306669072870255e+09,1.358319719759109020e+09,4.956895952029820442e+09,1.048231942896192932e+10,5.339547069669172764e+08,7.088041319539349556e+09,1.188395371500618696e+09,1.146936725204237938e+09,7.093233313212381601e+08,2.482760177439927578e+09,4.200151923426658660e+07,1.285785905953433752e+09,1.303061170463583916e+08,4.129969855044975411e+06,8.996381534130821228e+09,2.214428305021218300e+09,2.192338427039037228e+09,3.822718033639071941e+09,9.899578123844022751e+09,1.987809929782500267e+09,2.409726126527108669e+09,2.379267300568589687e+09,-4.565310391714741476e+06,3.434328390241803360e+10,3.361318930009261703e+10
9.873348653904725647e+10,2.949636647298179932e+11,1.350298478308186722e+10,6.678044909619166851e+08,1.368496160911318970e+10,1.788277889097859192e+10,1.470112116971964575e+07,1.666699052963835693e+12,3.442763563089486212e+06,6.039269915573817253e+09,3.432597300182349205e+09,1.236482376636197472e+10,2.657613798030111694e+10,1.373933213302200317e+09,1.763333478368775558e+10,3.157683071133150578e+09,3.090780511207483292e+09,1.851018536783035994e+09,6.344803824208678246e+09,1.063270457999187708e+08,3.278956736706752777e+09,3.432457423001126051e+08,5.241953892191931605e+06,2.427093358989662552e+10,5.644662888520782471e+09,5.619878296367599487e+09,9.896055953285753250e+09,2.575195670062160110e+10,5.095965048593975067e+09,6.153184822964082718e+09,6.093421022125332832e+09,3.914962357689545024e+06,8.818153689551683044e+10,8.534166408049412537e+10
5.575228302470609665e+09,1.350298478308186722e+10,1.310367928017746449e+09,5.222176830580209941e+07,6.949301961968284845e+08,8.802873850426765680e+08,6.345731244573886506e+05,9.856581389471064758e+10,2.797870720452688402e+05,3.543059029189638495e+08,2.011743209738622308e+08,6.524955996721675396e+08,1.459881927049037218e+09,7.492563870273813605e+07,9.350260610260828733e+08,1.708798390628967285e+08,1.489860844359611273e+08,9.619938725788597763e+07,3.487752009687825441e+08,5.824075277219852433e+06,1.849820924376666248e+08,1.656171742646651156e+07,3.977445792782416102e+05,1.041957763456631422e+09,3.165441139367586970e+08,2.729743031391425133e+08,5.130124407649945617e+08,1.342976894255072355e+09,2.753199360929504633e+08,2.972013312217919827e+08,3.534678392203326821e+08,-1.467456257608876331e+06,4.526513948169103622e+09,4.640553601801403046e+09
2.489928927824875116e+08,6.678044909619166851e+08,5.222176830580209941e+07,8.944566284540886059e+06,2.158779570975748450e+07,4.357699651751440763e+07,3.824148976965562179e+04,4.982619597655438423e+09,2.306351428984844097e+04,1.904183558706723154e+07,1.087110322099760920e+07,3.207625663705829158e+07,7.800007816459058225e+07,3.693245071209106129e+06,4.849651523402646929e+07,2.107510918790829927e+07,1.106120245256728120e+07,5.742785483834021725e+06,1.890603842864003032e+07,3.277781740667083650e+05,1.001016883034807816e+07,4.794550080598981585e+05,-8.661505316207825672e+04,7.747283031420671940e+07,1.541050606298297085e+07,1.959260188606541604e+07,3.061119703026926890e+07,7.104758249437537789e+07,1.517039503189479187e+07,1.810425058486290649e+07,2.524200154400308803e+07,-1.140520914604485879e+05,2.727835411071183681e+08,2.599274291216558516e+08
4.754081242150967598e+09,1.368496160911318970e+10,6.949301961968284845e+08,2.158779570975748450e+07,1.169399607583288431e+09,8.564661994744259119e+08,4.529771877851586905e+05,9.094229547315376282e+10,2.599044832466184162e+05,2.765061057729128003e+08,1.595390457055951357e+08,5.742018368614424467e+08,1.251335458920515776e+09,6.329911543808532506e+07,8.304855810956532955e+08,1.495374841484832466e+08,1.482347949950371683e+08,8.585750416217082739e+07,2.987307416612502933e+08,5.797080030897302553e+06,1.636273981877050400e+08,1.856157067349715903e+07,-5.563334835507881508e+04,1.114811367399743795e+09,2.434099481692950130e+08,2.793886044102296829e+08,4.590597407244060040e+08,1.207538960738894939e+09,2.391966665690385103e+08,2.997040119263588190e+08,2.826783780093652010e+08,-7.410311634515331825e+05,4.102570215733610630e+09,4.011447448174979210e+09
7.376520309886561394e+09,1.788277889097859192e+10,8.802873850426765680e+08,4.357699651751440763e+07,8.564661994744259119e+08,1.620054861875845194e+09,1.316762334113257937e+06,1.034975731193195953e+11,-2.678223176424947451e+04,4.490203597667244077e+08,2.609784506928495169e+08,1.004080397223189950e+09,2.082620812281492710e+09,1.026992011598372608e+08,1.448446490524219275e+09,2.595663757504694164e+08,2.327558658465356827e+08,1.378992813424008787e+08,4.914180897033536434e+08,8.414273082193726674e+06,2.528162451659021080e+08,1.962331916345769912e+07,5.384544321250665234e+05,1.864734131395833492e+09,4.149536365260177255e+08,4.719322418355755806e+08,7.624680184875903130e+08,1.926423306622484922e+09,3.929369721341060400e+08,5.009745661552932262e+08,4.683428826572234631e+08,-2.089045195586444752e+05,6.968312097872146606e+09,6.705254582930163383e+09
5.966934600588637404e+06,1.470112116971964575e+07,6.345731244573886506e+05,3.824148976965562179e+04,4.529771877851586905e+05,1.316762334113257937e+06,1.938677413197542819e+03,8.178273740299487114e+07,-9.138088283284800184e+01,3.711774715686938725e+05,2.156292284664026520e+05,8.357796444963030517e+05,1.784353894845727598e+06,8.734815505914080131e+04,1.182229192661736393e+06,1.987821039289693872e+05,1.890081112807787722e+05,1.127432885923809954e+05,4.413297309693424031e+05,6.790548319366536816e+03,2.018660864791976346e+05,1.265743247603273630e+04,1.439418431244573640e+03,1.517377650832158513e+06,3.811535721173086786e+05,3.355825697713797563e+05,6.491611355589897139e+05,1.581005651589504210e+06,3.306535987845500931e+05,4.118512053888640366e+05,3.825158178426073282e+05,1.141285667666199515e+03,5.822557896366578527e+06,5.608361630550031550e+06
6.060987634419997559e+11,1.666699052963835693e+12,9.856581389471064758e+10,4.982619597655438423e+09,9.094229547315376282e+10,1.034975731193195953e+11,8.178273740299487114e+07,1.145067447027797266e+13,3.455879436180695146e+07,3.779999923355106354e+10,2.145582917759849548e+10,7.377246326898497009e+10,1.628697778429400940e+11,8.388744150776258469e+09,1.061218135515151978e+11,1.970921960288121414e+10,1.830760698586658478e+10,1.125925119185695839e+10,3.944652231734433746e+10,6.691869400706614256e+08,2.043245403220947266e+10,1.894120451175668478e+09,4.217186392814437300e+07,1.383409320225439758e+11,3.494696709985265350e+10,3.278740547523491669e+10,6.012388070415535736e+10,1.549667002800822449e+11,3.122907628292341232e+10,3.638853686508048248e+10,3.785844300058843994e+10,-8.704410453187932074e+07,5.287687296015690308e+11,5.208136766934160767e+11
7.525372988504328532e+05,3.442763563089486212e+06,2.797870720452688402e+05,2.306351428984844097e+04,2.599044832466184162e+05,-2.678223176424947451e+04,-9.138088283284800184e+01,3.455879436180695146e+07,9.411481956049213977e+02,5.869535962354306685e+04,3.009536049049007488e+04,4.863971055975962372e+04,1.760565184644940600e+05,1.073433044412563868e+04,7.554921639564311772e+04,3.508393399072712782e+04,2.776589444550487315e+04,1.524910517459007315e+04,4.745198836948691314e+04,8.156693459106331829e+02,2.778987159578596402e+04,2.936370746079343462e+03,-7.698574869619301353e+02,1.358196270840901125e+05,4.323833137079840526e+04,3.346832592959748581e+04,6.842869858197512804e+04,2.005121823722824338e+05,3.505098603648810240e+04,3.191119202999833578e+04,7.045230867501186731e+04,-5.693734762236084634e+02,5.023118166234629462e+05,5.713652466753689805e+05
2.370306669072870255e+09,6.039269915573817253e+09,3.543059029189638495e+08,1.904183558706723154e+07,2.765061057729128003e+08,4.490203597667244077e+08,3.711774715686938725e+05,3.779999923355106354e+10,5.869535962354306685e+04,1.478679789585184157e+08,8.455792946098428965e+07,3.022574528822727203e+08,6.507780271449428797e+08,3.287326665679857507e+07,4.343951020597380996e+08,8.251837117117282748e+07,7.265690129184959829e+07,4.403967487060446292e+07,1.553576523154566288e+08,2.600777795196077786e+06,7.950613270355090499e+07,7.239407757088585757e+06,2.151136161973781418e+05,5.600010994643892050e+08,1.373664709836832285e+08,1.353824556860949397e+08,2.392294356384252608e+08,6.106498340420850515e+08,1.243423868504393846e+08,1.481097709823346436e+08,1.507520571314150989e+08,-2.045049481617397687e+05,2.135482596736954212e+09,2.087396058010178089e+09
